[s],CH2[V]
-5.8300E-02,4.4141985829E-01
-5.8280E-02,4.4859759277E-01
-5.8260E-02,3.8409563868E-01
-5.8240E-02,3.9127337317E-01
-5.8220E-02,3.4820696628E-01
-5.8200E-02,3.4098040367E-01
-5.8180E-02,3.2672259095E-01
-5.8160E-02,2.8380266844E-01
-5.8140E-02,2.7652727771E-01
-5.8120E-02,2.6226946499E-01
-5.8100E-02,2.7657610583E-01
-5.8080E-02,2.5499407426E-01
-5.8060E-02,2.1207415175E-01
-5.8040E-02,2.2623430821E-01
-5.8020E-02,2.0489641726E-01
-5.8000E-02,1.8331438569E-01
-5.7980E-02,1.4742571328E-01
-5.7960E-02,1.3311907244E-01
-5.7940E-02,1.1153704087E-01
-5.7920E-02,8.2923759197E-02
-5.7900E-02,5.4212821269E-02
-5.7880E-02,3.9906180431E-02
-5.7860E-02,2.5550711467E-02
-5.7840E-02,1.8470633237E-02
-5.7820E-02,-1.0289132817E-02
-5.7800E-02,-1.7418039173E-02
-5.7780E-02,-1.0289132817E-02
-5.7760E-02,-2.4644601781E-02
-5.7740E-02,-8.9244212119E-02
-5.7720E-02,-1.0359968108E-01
-5.7700E-02,-9.6373118475E-02
-5.7680E-02,-8.9244212119E-02
-5.7660E-02,-1.1771100942E-01
-5.7640E-02,-1.3929304099E-01
-5.7620E-02,-1.4651960360E-01
-5.7600E-02,-1.7523054152E-01
-5.7580E-02,-1.8240827601E-01
-5.7560E-02,-2.1824812029E-01
-5.7540E-02,-2.3973249561E-01
-5.7520E-02,-2.4691023009E-01
-5.7500E-02,-2.6854108979E-01
-5.7480E-02,-2.8279890250E-01
-5.7460E-02,-2.6839460541E-01
-5.7440E-02,-3.3279890325E-01
-5.7420E-02,-3.5457624732E-01
-5.7400E-02,-3.3294538762E-01
-5.7380E-02,-4.0472273244E-01
-5.7360E-02,-3.7610945077E-01
-5.7340E-02,-4.4774031121E-01
-5.7320E-02,-4.6209578017E-01
-5.7300E-02,-4.4056257673E-01
-5.7280E-02,-4.7635359289E-01
-5.7260E-02,-4.9803328071E-01
-5.7240E-02,-5.2654890613E-01
-5.7220E-02,-5.6253523480E-01
-5.7200E-02,-5.5540632844E-01
-5.7180E-02,-5.8397078199E-01
-5.7160E-02,-5.7693953189E-01
-5.7140E-02,-6.1263289179E-01
-5.7120E-02,-6.4852156420E-01
-5.7100E-02,-6.4857039233E-01
-5.7080E-02,-6.5569929868E-01
-5.7060E-02,-7.0599226818E-01
-5.7040E-02,-6.9866804932E-01
-5.7020E-02,-7.2742781538E-01
-5.7000E-02,-7.4153914371E-01
-5.6980E-02,-7.5613875331E-01
-5.6960E-02,-7.6326765966E-01
-5.6940E-02,-7.7762312863E-01
-5.6920E-02,-7.7762312863E-01
-5.6900E-02,-7.9910750395E-01
-5.6880E-02,-8.4935164532E-01
-5.6860E-02,-8.7083602064E-01
-5.6840E-02,-8.2781844187E-01
-5.6820E-02,-8.8519148960E-01
-5.6800E-02,-9.2816024024E-01
-5.6780E-02,-9.1390242753E-01
-5.6760E-02,-9.4974227182E-01
-5.6740E-02,-9.4974227182E-01
-5.6720E-02,-9.5696883442E-01
-5.6700E-02,-9.9271102246E-01
-5.6680E-02,-1.0143418822E+00
-5.6660E-02,-9.9271102246E-01
-5.6640E-02,-1.0716172736E+00
-5.6620E-02,-1.0572618047E+00
-5.6600E-02,-1.0644395392E+00
-5.6580E-02,-1.0716661018E+00
-5.6560E-02,-1.1360703996E+00
-5.6540E-02,-1.1290391495E+00
-5.6520E-02,-1.1648789938E+00
-5.6500E-02,-1.1576524312E+00
-5.6480E-02,-1.1360215715E+00
-5.6460E-02,-1.1934922754E+00
-5.6440E-02,-1.2078965725E+00
-5.6420E-02,-1.2007676662E+00
-5.6400E-02,-1.2581407139E+00
-5.6380E-02,-1.2007188381E+00
-5.6360E-02,-1.2652696203E+00
-5.6340E-02,-1.3296739181E+00
-5.6320E-02,-1.3296739181E+00
-5.6300E-02,-1.3942735284E+00
-5.6280E-02,-1.3727891531E+00
-5.6260E-02,-1.4014512629E+00
-5.6240E-02,-1.4086778255E+00
-5.6220E-02,-1.4660508733E+00
-5.6200E-02,-1.4874375923E+00
-5.6180E-02,-1.5232774366E+00
-5.6160E-02,-1.4874864205E+00
-5.6140E-02,-1.5592637653E+00
-5.6120E-02,-1.5736192342E+00
-5.6100E-02,-1.5736192342E+00
-5.6080E-02,-1.6094590785E+00
-5.6060E-02,-1.6380723602E+00
-5.6040E-02,-1.6452989228E+00
-5.6020E-02,-1.7312852522E+00
-5.6000E-02,-1.7170762676E+00
-5.5980E-02,-1.7671739246E+00
-5.5960E-02,-1.7671739246E+00
-5.5940E-02,-1.7958360344E+00
-5.5920E-02,-1.8102403315E+00
-5.5900E-02,-1.8316270506E+00
-5.5880E-02,-1.8603868166E+00
-5.5860E-02,-1.8532579103E+00
-5.5840E-02,-1.8962754890E+00
-5.5820E-02,-1.9178575206E+00
-5.5800E-02,-1.9751329121E+00
-5.5780E-02,-1.9751817402E+00
-5.5760E-02,-2.0181016627E+00
-5.5740E-02,-1.9894883811E+00
-5.5720E-02,-2.0325059598E+00
-5.5700E-02,-2.0468614288E+00
-5.5680E-02,-2.0683946322E+00
-5.5660E-02,-2.0970079139E+00
-5.5640E-02,-2.1114122110E+00
-5.5620E-02,-2.1114610391E+00
-5.5600E-02,-2.1471543990E+00
-5.5580E-02,-2.1328477582E+00
-5.5560E-02,-2.1902696341E+00
-5.5540E-02,-2.1759629932E+00
-5.5520E-02,-2.1830918996E+00
-5.5500E-02,-2.2260606502E+00
-5.5480E-02,-2.2475450255E+00
-5.5460E-02,-2.2619493226E+00
-5.5440E-02,-2.3192735422E+00
-5.5420E-02,-2.3336778393E+00
-5.5400E-02,-2.3194200266E+00
-5.5380E-02,-2.3479356520E+00
-5.5360E-02,-2.3624376054E+00
-5.5340E-02,-2.3909532308E+00
-5.5320E-02,-2.3838243244E+00
-5.5300E-02,-2.4411973722E+00
-5.5280E-02,-2.4483751066E+00
-5.5260E-02,-2.4483751066E+00
-5.5240E-02,-2.5057481544E+00
-5.5220E-02,-2.5129747170E+00
-5.5200E-02,-2.5202012796E+00
-5.5180E-02,-2.5774766711E+00
-5.5160E-02,-2.5990098745E+00
-5.5140E-02,-2.6132676872E+00
-5.5120E-02,-2.6204454217E+00
-5.5100E-02,-2.6348497188E+00
-5.5080E-02,-2.6492540159E+00
-5.5060E-02,-2.6706407350E+00
-5.5040E-02,-2.7065782355E+00
-5.5020E-02,-2.7065782355E+00
-5.5000E-02,-2.7495469861E+00
-5.4980E-02,-2.7494981580E+00
-5.4960E-02,-2.7567735487E+00
-5.4940E-02,-2.7783555803E+00
-5.4920E-02,-2.8211778466E+00
-5.4900E-02,-2.8571641752E+00
-5.4880E-02,-2.8356309718E+00
-5.4860E-02,-2.8499376126E+00
-5.4840E-02,-2.8571641752E+00
-5.4820E-02,-2.8929063633E+00
-5.4800E-02,-2.9000840978E+00
-5.4780E-02,-2.9359727702E+00
-5.4760E-02,-2.9933946460E+00
-5.4740E-02,-2.9862657397E+00
-5.4720E-02,-3.0005235524E+00
-5.4700E-02,-3.0149278495E+00
-5.4680E-02,-3.0507188656E+00
-5.4660E-02,-3.0722032409E+00
-5.4640E-02,-3.0506700375E+00
-5.4620E-02,-3.1080919134E+00
-5.4600E-02,-3.1368028513E+00
-5.4580E-02,-3.1368028513E+00
-5.4560E-02,-3.1583360547E+00
-5.4540E-02,-3.1655626173E+00
-5.4520E-02,-3.2013048054E+00
-5.4500E-02,-3.2156602743E+00
-5.4480E-02,-3.2371934778E+00
-5.4460E-02,-3.2515977749E+00
-5.4440E-02,-3.2730333221E+00
-5.4420E-02,-3.2729844939E+00
-5.4400E-02,-3.3017442600E+00
-5.4380E-02,-3.3375352761E+00
-5.4360E-02,-3.3446641825E+00
-5.4340E-02,-3.3806505112E+00
-5.4320E-02,-3.3662462141E+00
-5.4300E-02,-3.3949083239E+00
-5.4280E-02,-3.4092637928E+00
-5.4260E-02,-3.4451524653E+00
-5.4240E-02,-3.4451036371E+00
-5.4220E-02,-3.4666368406E+00
-5.4200E-02,-3.4881700440E+00
-5.4180E-02,-3.5312364509E+00
-5.4160E-02,-3.4952989504E+00
-5.4140E-02,-3.5310899665E+00
-5.4120E-02,-3.5455430917E+00
-5.4100E-02,-3.5453966074E+00
-5.4080E-02,-3.5599473888E+00
-5.4060E-02,-3.5814805923E+00
-5.4040E-02,-3.5814317642E+00
-5.4020E-02,-3.6100938740E+00
-5.4000E-02,-3.6029649676E+00
-5.3980E-02,-3.6458848901E+00
-5.3960E-02,-3.6961290315E+00
-5.3940E-02,-3.6745958280E+00
-5.3920E-02,-3.7177598912E+00
-5.3900E-02,-3.7177598912E+00
-5.3880E-02,-3.7320665320E+00
-5.3860E-02,-3.7391466103E+00
-5.3840E-02,-3.7607286418E+00
-5.3820E-02,-3.7965196580E+00
-5.3800E-02,-3.7822618453E+00
-5.3780E-02,-3.7894395798E+00
-5.3760E-02,-3.8037462206E+00
-5.3740E-02,-3.8467149712E+00
-5.3720E-02,-3.8682970028E+00
-5.3700E-02,-3.8897325500E+00
-5.3680E-02,-3.8968614564E+00
-5.3660E-02,-3.9327989569E+00
-5.3640E-02,-3.9399278632E+00
-5.3620E-02,-3.9184923161E+00
-5.3600E-02,-3.9902208327E+00
-5.3580E-02,-3.9830919264E+00
-5.3560E-02,-4.0404161460E+00
-5.3540E-02,-3.9901720046E+00
-5.3520E-02,-4.0189317707E+00
-5.3500E-02,-4.0402696616E+00
-5.3480E-02,-4.0618028651E+00
-5.3460E-02,-4.0762559903E+00
-5.3440E-02,-4.0906114592E+00
-5.3420E-02,-4.0833848966E+00
-5.3400E-02,-4.1120958346E+00
-5.3380E-02,-4.1407091162E+00
-5.3360E-02,-4.1476427101E+00
-5.3340E-02,-4.1694688823E+00
-5.3320E-02,-4.1838243513E+00
-5.3300E-02,-4.1909532576E+00
-5.3280E-02,-4.2053087266E+00
-5.3260E-02,-4.2626817743E+00
-5.3240E-02,-4.2196641955E+00
-5.3220E-02,-4.2626329462E+00
-5.3200E-02,-4.2770372433E+00
-5.3180E-02,-4.2841173215E+00
-5.3160E-02,-4.2841661496E+00
-5.3140E-02,-4.2985216186E+00
-5.3120E-02,-4.3201036502E+00
-5.3100E-02,-4.3558946663E+00
-5.3080E-02,-4.3630235727E+00
-5.3060E-02,-4.3629747446E+00
-5.3040E-02,-4.3845567761E+00
-5.3020E-02,-4.4204454485E+00
-5.3000E-02,-4.4419298239E+00
-5.2980E-02,-4.4563341209E+00
-5.2960E-02,-4.4204942767E+00
-5.2940E-02,-4.4634141992E+00
-5.2920E-02,-4.5351427159E+00
-5.2900E-02,-4.5351427159E+00
-5.2880E-02,-4.4993516997E+00
-5.2860E-02,-4.5494981848E+00
-5.2840E-02,-4.5422716222E+00
-5.2820E-02,-4.5852892010E+00
-5.2800E-02,-4.5494005286E+00
-5.2780E-02,-4.6355821705E+00
-5.2760E-02,-4.6355333424E+00
-5.2740E-02,-4.6211778734E+00
-5.2720E-02,-4.6211778734E+00
-5.2700E-02,-4.6497911551E+00
-5.2680E-02,-4.6498399832E+00
-5.2660E-02,-4.6929063901E+00
-5.2640E-02,-4.6785997493E+00
-5.2620E-02,-4.7287950625E+00
-5.2600E-02,-4.7359239689E+00
-5.2580E-02,-4.7144884217E+00
-5.2560E-02,-4.7861681102E+00
-5.2540E-02,-4.7430040471E+00
-5.2520E-02,-4.7430528752E+00
-5.2500E-02,-4.7862169384E+00
-5.2480E-02,-4.7717638131E+00
-5.2460E-02,-4.8506700643E+00
-5.2440E-02,-4.8147813919E+00
-5.2420E-02,-4.8506212362E+00
-5.2400E-02,-4.8650255333E+00
-5.2380E-02,-4.8434435017E+00
-5.2360E-02,-4.8937364712E+00
-5.2340E-02,-4.8722032678E+00
-5.2320E-02,-4.9080431120E+00
-5.2300E-02,-4.8864610805E+00
-5.2280E-02,-4.9152208465E+00
-5.2260E-02,-4.9294786592E+00
-5.2240E-02,-4.9579942847E+00
-5.2220E-02,-4.9437853001E+00
-5.2200E-02,-4.9437853001E+00
-5.2180E-02,-5.0012071759E+00
-5.2160E-02,-4.9654161598E+00
-5.2140E-02,-5.0012560041E+00
-5.2120E-02,-5.0299669420E+00
-5.2100E-02,-5.0011583478E+00
-5.2080E-02,-5.0155138168E+00
-5.2060E-02,-5.0514024892E+00
-5.2040E-02,-5.0299181139E+00
-5.2020E-02,-5.0514024892E+00
-5.2000E-02,-5.1088243650E+00
-5.1980E-02,-5.0729845208E+00
-5.1960E-02,-5.0944200680E+00
-5.1940E-02,-5.1087267088E+00
-5.1920E-02,-5.1088243650E+00
-5.1900E-02,-5.1088243650E+00
-5.1880E-02,-5.1160020995E+00
-5.1860E-02,-5.1374376467E+00
-5.1840E-02,-5.1374864748E+00
-5.1820E-02,-5.1589708502E+00
-5.1800E-02,-5.1517931157E+00
-5.1780E-02,-5.1589220220E+00
-5.1760E-02,-5.1589220220E+00
-5.1740E-02,-5.1876817881E+00
-5.1720E-02,-5.1733751473E+00
-5.1700E-02,-5.1805528817E+00
-5.1680E-02,-5.2306505387E+00
-5.1660E-02,-5.2092149915E+00
-5.1640E-02,-5.2450060077E+00
-5.1620E-02,-5.2593614767E+00
-5.1600E-02,-5.2306505387E+00
-5.1580E-02,-5.2736681175E+00
-5.1560E-02,-5.2809435082E+00
-5.1540E-02,-5.3096544462E+00
-5.1520E-02,-5.3310899934E+00
-5.1500E-02,-5.3239610870E+00
-5.1480E-02,-5.3454454623E+00
-5.1460E-02,-5.3311388215E+00
-5.1440E-02,-5.3381700716E+00
-5.1420E-02,-5.3741075721E+00
-5.1400E-02,-5.4100450727E+00
-5.1380E-02,-5.4028185100E+00
-5.1360E-02,-5.3741075721E+00
-5.1340E-02,-5.3956407756E+00
-5.1320E-02,-5.4243028854E+00
-5.1300E-02,-5.4243517135E+00
-5.1280E-02,-5.4028673382E+00
-5.1260E-02,-5.4673692923E+00
-5.1240E-02,-5.4817247612E+00
-5.1220E-02,-5.4817247612E+00
-5.1200E-02,-5.4960314021E+00
-5.1180E-02,-5.5247911681E+00
-5.1160E-02,-5.5319200745E+00
-5.1140E-02,-5.5175646055E+00
-5.1120E-02,-5.5389513246E+00
-5.1100E-02,-5.5247911681E+00
-5.1080E-02,-5.5390001527E+00
-5.1060E-02,-5.5390001527E+00
-5.1040E-02,-5.5605333561E+00
-5.1020E-02,-5.5677599188E+00
-5.1000E-02,-5.5532579654E+00
-5.0980E-02,-5.5749376532E+00
-5.0960E-02,-5.5892442941E+00
-5.0940E-02,-5.5749864814E+00
-5.0920E-02,-5.5964708567E+00
-5.0900E-02,-5.6179552320E+00
-5.0880E-02,-5.6250841384E+00
-5.0860E-02,-5.6035509349E+00
-5.0840E-02,-5.6323107010E+00
-5.0820E-02,-5.5820665596E+00
-5.0800E-02,-5.6537462482E+00
-5.0780E-02,-5.6393907792E+00
-5.0760E-02,-5.6896349206E+00
-5.0740E-02,-5.6752794516E+00
-5.0720E-02,-5.6968126551E+00
-5.0700E-02,-5.6752306235E+00
-5.0680E-02,-5.6896349206E+00
-5.0660E-02,-5.6753282797E+00
-5.0640E-02,-5.7111192959E+00
-5.0620E-02,-5.6968126551E+00
-5.0600E-02,-5.7183946866E+00
-5.0580E-02,-5.7327013275E+00
-5.0560E-02,-5.7038927333E+00
-5.0540E-02,-5.7468126558E+00
-5.0520E-02,-5.7398302338E+00
-5.0500E-02,-5.7327013275E+00
-5.0480E-02,-5.7327013275E+00
-5.0460E-02,-5.7397325776E+00
-5.0440E-02,-5.7539415622E+00
-5.0420E-02,-5.7398302338E+00
-5.0400E-02,-5.7398302338E+00
-5.0380E-02,-5.7398302338E+00
-5.0360E-02,-5.7828478126E+00
-5.0340E-02,-5.7613634373E+00
-5.0320E-02,-5.7613146091E+00
-5.0300E-02,-5.7683946874E+00
-5.0280E-02,-5.7828966407E+00
-5.0260E-02,-5.7685411717E+00
-5.0240E-02,-5.8186876569E+00
-5.0220E-02,-5.7828966407E+00
-5.0200E-02,-5.8043810160E+00
-5.0180E-02,-5.7828966407E+00
-5.0160E-02,-5.8115587505E+00
-5.0140E-02,-5.8115099224E+00
-5.0120E-02,-5.7900743752E+00
-5.0100E-02,-5.7828966407E+00
-5.0080E-02,-5.8330919540E+00
-5.0060E-02,-5.8114610943E+00
-5.0040E-02,-5.8688829701E+00
-5.0020E-02,-5.8259630476E+00
-5.0000E-02,-5.8330431258E+00
-4.9980E-02,-5.8904650017E+00
-4.9960E-02,-5.8689317982E+00
-4.9940E-02,-5.9046739863E+00
-4.9920E-02,-5.9119493770E+00
-4.9900E-02,-5.9119493770E+00
-4.9880E-02,-5.8904161736E+00
-4.9860E-02,-5.9190782834E+00
-4.9840E-02,-5.9263536741E+00
-4.9820E-02,-5.9405626587E+00
-4.9800E-02,-5.9263048460E+00
-4.9780E-02,-5.9335314086E+00
-4.9760E-02,-5.9334825805E+00
-4.9740E-02,-5.9047716425E+00
-4.9720E-02,-5.9836290656E+00
-4.9700E-02,-5.9119005489E+00
-4.9680E-02,-5.9765489873E+00
-4.9660E-02,-5.9836290656E+00
-4.9640E-02,-6.0195665661E+00
-4.9620E-02,-6.0122911754E+00
-4.9600E-02,-5.9908068001E+00
-4.9580E-02,-6.0051134409E+00
-4.9560E-02,-5.9836778937E+00
-4.9540E-02,-6.0122911754E+00
-4.9520E-02,-6.0481798478E+00
-4.9500E-02,-6.0625841449E+00
-4.9480E-02,-6.0625353168E+00
-4.9460E-02,-6.0625841449E+00
-4.9440E-02,-6.0840196921E+00
-4.9420E-02,-6.0840685202E+00
-4.9400E-02,-6.0481798478E+00
-4.9380E-02,-6.0696642231E+00
-4.9360E-02,-6.0553087541E+00
-4.9340E-02,-6.0768907857E+00
-4.9320E-02,-6.0696642231E+00
-4.9300E-02,-6.0984239892E+00
-4.9280E-02,-6.0553087541E+00
-4.9260E-02,-6.0697130512E+00
-4.9240E-02,-6.1126329737E+00
-4.9220E-02,-6.1127306300E+00
-4.9200E-02,-6.0911974266E+00
-4.9180E-02,-6.1271349271E+00
-4.9160E-02,-6.1199083645E+00
-4.9140E-02,-6.0911974266E+00
-4.9120E-02,-6.1343126616E+00
-4.9100E-02,-6.1484728180E+00
-4.9080E-02,-6.0984239892E+00
-4.9060E-02,-6.1271349271E+00
-4.9040E-02,-6.1199083645E+00
-4.9020E-02,-6.1269884427E+00
-4.9000E-02,-6.1271349271E+00
-4.8980E-02,-6.1413927398E+00
-4.8960E-02,-6.1772325841E+00
-4.8940E-02,-6.1554552400E+00
-4.8920E-02,-6.1628771151E+00
-4.8900E-02,-6.1628282870E+00
-4.8880E-02,-6.1412950836E+00
-4.8860E-02,-6.1341173491E+00
-4.8840E-02,-6.1485704743E+00
-4.8820E-02,-6.1844103186E+00
-4.8800E-02,-6.1556505525E+00
-4.8780E-02,-6.1556017244E+00
-4.8760E-02,-6.1700548496E+00
-4.8740E-02,-6.1772814122E+00
-4.8720E-02,-6.1485216462E+00
-4.8700E-02,-6.1845079748E+00
-4.8680E-02,-6.1627794589E+00
-4.8660E-02,-6.1773302403E+00
-4.8640E-02,-6.1772814122E+00
-4.8620E-02,-6.1915880531E+00
-4.8600E-02,-6.1412950836E+00
-4.8580E-02,-6.1844591467E+00
-4.8560E-02,-6.1915392249E+00
-4.8540E-02,-6.1916368812E+00
-4.8520E-02,-6.2130724284E+00
-4.8500E-02,-6.1773302403E+00
-4.8480E-02,-6.1772325841E+00
-4.8460E-02,-6.2417345382E+00
-4.8440E-02,-6.1773302403E+00
-4.8420E-02,-6.1916857093E+00
-4.8400E-02,-6.2131212565E+00
-4.8380E-02,-6.1844103186E+00
-4.8360E-02,-6.1842638342E+00
-4.8340E-02,-6.1627794589E+00
-4.8320E-02,-6.1843614904E+00
-4.8300E-02,-6.2130724284E+00
-4.8280E-02,-6.1700060215E+00
-4.8260E-02,-6.1914415687E+00
-4.8240E-02,-6.1844591467E+00
-4.8220E-02,-6.1772325841E+00
-4.8200E-02,-6.1844591467E+00
-4.8180E-02,-6.1987657875E+00
-4.8160E-02,-6.1555528963E+00
-4.8140E-02,-6.1771349278E+00
-4.8120E-02,-6.1699083652E+00
-4.8100E-02,-6.2058946939E+00
-4.8080E-02,-6.1773302403E+00
-4.8060E-02,-6.1916857093E+00
-4.8040E-02,-6.1916857093E+00
-4.8020E-02,-6.1773302403E+00
-4.8000E-02,-6.1629259432E+00
-4.7980E-02,-6.1844591467E+00
-4.7960E-02,-6.1772325841E+00
-4.7940E-02,-6.1772325841E+00
-4.7920E-02,-6.1627794589E+00
-4.7900E-02,-6.1915392249E+00
-4.7880E-02,-6.1628771151E+00
-4.7860E-02,-6.1700548496E+00
-4.7840E-02,-6.1916368812E+00
-4.7820E-02,-6.1843614904E+00
-4.7800E-02,-6.1701036777E+00
-4.7780E-02,-6.1844591467E+00
-4.7760E-02,-6.1556505525E+00
-4.7740E-02,-6.1700548496E+00
-4.7720E-02,-6.1771837560E+00
-4.7700E-02,-6.1413927398E+00
-4.7680E-02,-6.1627794589E+00
-4.7660E-02,-6.1555528963E+00
-4.7640E-02,-6.1700060215E+00
-4.7620E-02,-6.1629259432E+00
-4.7600E-02,-6.2059435220E+00
-4.7580E-02,-6.1628771151E+00
-4.7560E-02,-6.1915392249E+00
-4.7540E-02,-6.1629259432E+00
-4.7520E-02,-6.1343126616E+00
-4.7500E-02,-6.1485704743E+00
-4.7480E-02,-6.1343126616E+00
-4.7460E-02,-6.1556017244E+00
-4.7440E-02,-6.1628282870E+00
-4.7420E-02,-6.1628282870E+00
-4.7400E-02,-6.1628282870E+00
-4.7380E-02,-6.1701036777E+00
-4.7360E-02,-6.1342638334E+00
-4.7340E-02,-6.1414903961E+00
-4.7320E-02,-6.1412950836E+00
-4.7300E-02,-6.1343126616E+00
-4.7280E-02,-6.1343126616E+00
-4.7260E-02,-6.1199083645E+00
-4.7240E-02,-6.1413927398E+00
-4.7220E-02,-6.1413927398E+00
-4.7200E-02,-6.1270372708E+00
-4.7180E-02,-6.1412462554E+00
-4.7160E-02,-6.1412950836E+00
-4.7140E-02,-6.1127306300E+00
-4.7120E-02,-6.1055528955E+00
-4.7100E-02,-6.1128282863E+00
-4.7080E-02,-6.1126818019E+00
-4.7060E-02,-6.0984239892E+00
-4.7040E-02,-6.0912462547E+00
-4.7020E-02,-6.1343126616E+00
-4.7000E-02,-6.1270860990E+00
-4.6980E-02,-6.1054552393E+00
-4.6960E-02,-6.0983263329E+00
-4.6940E-02,-6.0624376605E+00
-4.6920E-02,-6.0911974266E+00
-4.6900E-02,-6.0768419576E+00
-4.6880E-02,-6.0481798478E+00
-4.6860E-02,-6.0840685202E+00
-4.6840E-02,-6.0481310197E+00
-4.6820E-02,-6.0410021133E+00
-4.6800E-02,-6.0482286759E+00
-4.6780E-02,-6.0841661764E+00
-4.6760E-02,-6.0553087541E+00
-4.6740E-02,-6.0410021133E+00
-4.6720E-02,-6.0266466443E+00
-4.6700E-02,-6.0338243788E+00
-4.6680E-02,-6.0051622690E+00
-4.6660E-02,-6.0122911754E+00
-4.6640E-02,-5.9909044563E+00
-4.6620E-02,-5.9549181276E+00
-4.6600E-02,-6.0123400035E+00
-4.6580E-02,-6.0123400035E+00
-4.6560E-02,-5.9765001592E+00
-4.6540E-02,-5.9908068001E+00
-4.6520E-02,-5.9620470340E+00
-4.6500E-02,-5.9979845345E+00
-4.6480E-02,-5.9334825805E+00
-4.6460E-02,-5.9693224247E+00
-4.6440E-02,-5.9406114868E+00
-4.6420E-02,-5.9620470340E+00
-4.6400E-02,-5.9335314086E+00
-4.6380E-02,-5.8904161736E+00
-4.6360E-02,-5.9047716425E+00
-4.6340E-02,-5.9047716425E+00
-4.6320E-02,-5.9263048460E+00
-4.6300E-02,-5.9190782834E+00
-4.6280E-02,-5.8761095327E+00
-4.6260E-02,-5.9119493770E+00
-4.6240E-02,-5.8616564075E+00
-4.6220E-02,-5.8904161736E+00
-4.6200E-02,-5.8617540638E+00
-4.6180E-02,-5.8617052356E+00
-4.6160E-02,-5.8474474229E+00
-4.6140E-02,-5.8402208603E+00
-4.6120E-02,-5.8689317982E+00
-4.6100E-02,-5.8689317982E+00
-4.6080E-02,-5.8330431258E+00
-4.6060E-02,-5.8330431258E+00
-4.6040E-02,-5.7900743752E+00
-4.6020E-02,-5.8043321879E+00
-4.6000E-02,-5.8330431258E+00
-4.5980E-02,-5.8473497667E+00
-4.5960E-02,-5.7972032815E+00
-4.5940E-02,-5.7828478126E+00
-4.5920E-02,-5.8186876569E+00
