[s],CH1[V]
-5.7320E-02,-2.1140775447E-03
-5.7300E-02,-3.7947850792E-03
-5.7280E-02,-5.8053189843E-03
-5.7260E-02,-9.1235135313E-03
-5.7240E-02,-1.1215207032E-02
-5.7220E-02,-1.4153787685E-02
-5.7200E-02,-1.7967357411E-02
-5.7180E-02,-2.3072505493E-02
-5.7160E-02,-2.9125512429E-02
-5.7140E-02,-3.3845261150E-02
-5.7120E-02,-3.9287788226E-02
-5.7100E-02,-4.5349897984E-02
-5.7080E-02,-5.2548710811E-02
-5.7060E-02,-6.0499716171E-02
-5.7040E-02,-6.5160033813E-02
-5.7020E-02,-6.9116272271E-02
-5.7000E-02,-7.0717355625E-02
-5.6980E-02,-7.1325182841E-02
-5.6960E-02,-6.8216302173E-02
-5.6940E-02,-5.9801130627E-02
-5.6920E-02,-4.7061735357E-02
-5.6900E-02,-3.1873585184E-02
-5.6880E-02,-1.6167187858E-02
-5.6860E-02,2.5636050773E-03
-5.6840E-02,2.0308616296E-02
-5.6820E-02,3.4657953125E-02
-5.6800E-02,4.2006329748E-02
-5.6780E-02,4.3645921997E-02
-5.6760E-02,3.9999872324E-02
-5.6740E-02,3.1691014012E-02
-5.6720E-02,2.0383629460E-02
-5.6700E-02,7.9942093162E-03
-5.6680E-02,-4.8607768478E-04
-5.6660E-02,-3.1838469780E-03
-5.6640E-02,-2.3332953323E-03
-5.6620E-02,9.7443836054E-04
-5.6600E-02,4.1117294641E-03
-5.6580E-02,5.9430536516E-03
-5.6560E-02,7.2707323951E-03
-5.6540E-02,7.9637046112E-03
-5.6520E-02,7.4730596562E-03
-5.6500E-02,8.6720681779E-03
-5.6480E-02,1.1088020975E-02
-5.6460E-02,1.4428697442E-02
-5.6440E-02,1.5252067460E-02
-5.6420E-02,1.2395627258E-02
-5.6400E-02,6.4026965606E-03
-5.6380E-02,2.4101116656E-03
-5.6360E-02,3.0756266432E-03
-5.6340E-02,7.1492605075E-03
-5.6320E-02,1.0589534433E-02
-5.6300E-02,1.0704695857E-02
-5.6280E-02,9.8840852948E-03
-5.6260E-02,8.1840510725E-03
-5.6240E-02,7.9271397825E-03
-5.6220E-02,7.8444276052E-03
-5.6200E-02,7.7825651335E-03
-5.6180E-02,8.4068994985E-03
-5.6160E-02,7.8273792454E-03
-5.6140E-02,7.4952631026E-03
-5.6120E-02,6.9447378880E-03
-5.6100E-02,6.2609948555E-03
-5.6080E-02,6.7554731047E-03
-5.6060E-02,7.5565023481E-03
-5.6040E-02,7.8846307015E-03
-5.6020E-02,5.9875244408E-03
-5.6000E-02,4.6627238865E-03
-5.5980E-02,5.5416034754E-03
-5.5960E-02,7.5382189801E-03
-5.5940E-02,7.1586823333E-03
-5.5920E-02,5.5686582634E-03
-5.5900E-02,4.5706566405E-03
-5.5880E-02,6.4512218963E-03
-5.5860E-02,8.3145428123E-03
-5.5840E-02,7.8147382918E-03
-5.5820E-02,7.2796668934E-03
-5.5800E-02,8.9159422625E-03
-5.5780E-02,1.0418479108E-02
-5.5760E-02,1.0620193156E-02
-5.5740E-02,1.0647649918E-02
-5.5720E-02,9.8310414500E-03
-5.5700E-02,9.1086893878E-03
-5.5680E-02,9.0260978502E-03
-5.5660E-02,9.1178680267E-03
-5.5640E-02,7.8282656857E-03
-5.5620E-02,5.7325472024E-03
-5.5600E-02,6.8837532736E-03
-5.5580E-02,8.1497364385E-03
-5.5560E-02,8.2544546518E-03
-5.5540E-02,7.4326863289E-03
-5.5520E-02,7.9391870739E-03
-5.5500E-02,8.4544549474E-03
-5.5480E-02,8.6340795134E-03
-5.5460E-02,9.1029349167E-03
-5.5440E-02,7.2590475000E-03
-5.5420E-02,6.0010909354E-03
-5.5400E-02,6.5769877027E-03
-5.5380E-02,8.3643012489E-03
-5.5360E-02,8.4446735863E-03
-5.5340E-02,7.9519129046E-03
-5.5320E-02,6.9365496400E-03
-5.5300E-02,7.0625757995E-03
-5.5280E-02,7.6843986631E-03
-5.5260E-02,7.8624711241E-03
-5.5240E-02,7.5298767136E-03
-5.5220E-02,7.6040034375E-03
-5.5200E-02,8.4754820365E-03
-5.5180E-02,8.9315806147E-03
-5.5160E-02,8.7898622204E-03
-5.5140E-02,7.9262533422E-03
-5.5120E-02,7.6149306384E-03
-5.5100E-02,8.3872285343E-03
-5.5080E-02,8.6692638985E-03
-5.5060E-02,8.5469403796E-03
-5.5040E-02,6.7921757394E-03
-5.5020E-02,7.2479662807E-03
-5.5000E-02,7.9343004465E-03
-5.4980E-02,8.7661252655E-03
-5.4960E-02,7.6223859877E-03
-5.4940E-02,6.7334847118E-03
-5.4920E-02,7.5433974319E-03
-5.4900E-02,8.3588901006E-03
-5.4880E-02,9.5030747443E-03
-5.4860E-02,8.6463776211E-03
-5.4840E-02,8.7331491134E-03
-5.4820E-02,8.7199354783E-03
-5.4800E-02,9.2699104228E-03
-5.4780E-02,8.5774174280E-03
-5.4760E-02,7.1888055686E-03
-5.4740E-02,6.1961516747E-03
-5.4720E-02,7.4862203623E-03
-5.4700E-02,9.0330539510E-03
-5.4680E-02,8.2497644813E-03
-5.4660E-02,7.2430000215E-03
-5.4640E-02,7.3301939916E-03
-5.4620E-02,8.1605320322E-03
-5.4600E-02,9.0296350284E-03
-5.4580E-02,9.3597575149E-03
-5.4560E-02,8.1796689388E-03
-5.4540E-02,7.6149587718E-03
-5.4520E-02,8.2118826283E-03
-5.4500E-02,9.4055028899E-03
-5.4480E-02,1.0151583801E-02
-5.4460E-02,8.3577022992E-03
-5.4440E-02,7.7818784880E-03
-5.4420E-02,8.6032324393E-03
-5.4400E-02,9.6515461068E-03
-5.4380E-02,9.7140174996E-03
-5.4360E-02,7.9991889269E-03
-5.4340E-02,7.3348808242E-03
-5.4320E-02,8.1506920202E-03
-5.4300E-02,8.8271656699E-03
-5.4280E-02,8.2366562271E-03
-5.4260E-02,7.7731065912E-03
-5.4240E-02,8.4340272425E-03
-5.4220E-02,8.5930357530E-03
-5.4200E-02,9.0405011941E-03
-5.4180E-02,8.4145203103E-03
-5.4160E-02,7.8630385603E-03
-5.4140E-02,8.6274600596E-03
-5.4120E-02,8.8585262976E-03
-5.4100E-02,8.6257181734E-03
-5.4080E-02,7.7824444937E-03
-5.4060E-02,7.3620829549E-03
-5.4040E-02,8.3493280846E-03
-5.4020E-02,8.5016546757E-03
-5.4000E-02,7.9597358954E-03
-5.3980E-02,7.6420230965E-03
-5.3960E-02,8.3255935139E-03
-5.3940E-02,9.2340837381E-03
-5.3920E-02,9.9971681859E-03
-5.3900E-02,9.8088575538E-03
-5.3880E-02,8.0266461654E-03
-5.3860E-02,8.1547050819E-03
-5.3840E-02,9.3888503050E-03
-5.3820E-02,9.7253333227E-03
-5.3800E-02,8.8036537822E-03
-5.3780E-02,7.0056071079E-03
-5.3760E-02,7.9382953884E-03
-5.3740E-02,9.2027159578E-03
-5.3720E-02,9.9982959059E-03
-5.3700E-02,9.2042480356E-03
-5.3680E-02,7.6017522892E-03
-5.3660E-02,7.9308114288E-03
-5.3640E-02,8.4455838685E-03
-5.3620E-02,9.3370643567E-03
-5.3600E-02,8.2483663946E-03
-5.3580E-02,7.6614379991E-03
-5.3560E-02,7.2872981956E-03
-5.3540E-02,8.9881220603E-03
-5.3520E-02,9.9648920308E-03
-5.3500E-02,8.4347639560E-03
-5.3480E-02,7.8176913444E-03
-5.3460E-02,8.5259757561E-03
-5.3440E-02,9.2017880326E-03
-5.3420E-02,9.4542575843E-03
-5.3400E-02,8.2947297506E-03
-5.3380E-02,7.4445996290E-03
-5.3360E-02,7.3715796442E-03
-5.3340E-02,8.3100629270E-03
-5.3320E-02,8.9111080872E-03
-5.3300E-02,7.8524708947E-03
-5.3280E-02,7.6162805644E-03
-5.3260E-02,8.3667374101E-03
-5.3240E-02,9.1665321220E-03
-5.3220E-02,8.5416021874E-03
-5.3200E-02,8.2467198759E-03
-5.3180E-02,9.4678317083E-03
-5.3160E-02,8.7764216108E-03
-5.3140E-02,8.7917767217E-03
-5.3120E-02,8.2346067809E-03
-5.3100E-02,8.1034221968E-03
-5.3080E-02,9.0890088868E-03
-5.3060E-02,9.3339148471E-03
-5.3040E-02,9.4374395369E-03
-5.3020E-02,8.2234673876E-03
-5.3000E-02,7.8287315557E-03
-5.2980E-02,8.3093429028E-03
-5.2960E-02,8.9182081928E-03
-5.2940E-02,7.9217281574E-03
-5.2920E-02,7.5738558836E-03
-5.2900E-02,7.4806146644E-03
-5.2880E-02,9.0498677068E-03
-5.2860E-02,9.6593857869E-03
-5.2840E-02,1.0246584549E-02
-5.2820E-02,8.8935108879E-03
-5.2800E-02,8.6620455372E-03
-5.2780E-02,8.7181869164E-03
-5.2760E-02,9.9287506335E-03
-5.2740E-02,9.4698911681E-03
-5.2720E-02,7.7327370786E-03
-5.2700E-02,7.6799087642E-03
-5.2680E-02,8.7797151252E-03
-5.2660E-02,9.4287572855E-03
-5.2640E-02,9.1939345243E-03
-5.2620E-02,7.5550985394E-03
-5.2600E-02,8.1509371145E-03
-5.2580E-02,8.7809258148E-03
-5.2560E-02,1.0023012284E-02
-5.2540E-02,9.4186302175E-03
-5.2520E-02,7.5109167136E-03
-5.2500E-02,7.5485434587E-03
-5.2480E-02,8.0438628487E-03
-5.2460E-02,9.7680526889E-03
-5.2440E-02,8.7730818431E-03
-5.2420E-02,8.1039800963E-03
-5.2400E-02,7.9504437692E-03
-5.2380E-02,8.1917109850E-03
-5.2360E-02,8.5106740510E-03
-5.2340E-02,8.0602054894E-03
-5.2320E-02,7.5068922078E-03
-5.2300E-02,7.7041750083E-03
-5.2280E-02,8.8743024557E-03
-5.2260E-02,8.9764085549E-03
-5.2240E-02,8.0783582040E-03
-5.2220E-02,7.5448837334E-03
-5.2200E-02,8.0490198428E-03
-5.2180E-02,8.8607903205E-03
-5.2160E-02,8.1195278494E-03
-5.2140E-02,7.1742339011E-03
-5.2120E-02,7.3117985668E-03
-5.2100E-02,8.1817236302E-03
-5.2080E-02,8.1849413275E-03
-5.2060E-02,8.0288553521E-03
-5.2040E-02,6.8419718462E-03
-5.2020E-02,7.3837857223E-03
-5.2000E-02,8.0520620640E-03
-5.1980E-02,8.7860189127E-03
-5.1960E-02,7.5404663137E-03
-5.1940E-02,6.4386820321E-03
-5.1920E-02,7.4119291296E-03
-5.1900E-02,7.8922939519E-03
-5.1880E-02,8.4044566616E-03
-5.1860E-02,7.1661615245E-03
-5.1840E-02,6.6169652551E-03
-5.1820E-02,7.2604784884E-03
-5.1800E-02,8.4860106015E-03
-5.1780E-02,8.5568285522E-03
-5.1760E-02,7.9085936772E-03
-5.1740E-02,6.7450599344E-03
-5.1720E-02,6.3356470541E-03
-5.1700E-02,7.6646099201E-03
-5.1680E-02,8.0463877016E-03
-5.1660E-02,7.6733303184E-03
-5.1640E-02,6.7290067338E-03
-5.1620E-02,6.9505238304E-03
-5.1600E-02,8.3198552553E-03
-5.1580E-02,7.7947669201E-03
-5.1560E-02,7.1708297605E-03
-5.1540E-02,6.5594391408E-03
-5.1520E-02,7.1397542814E-03
-5.1500E-02,7.5200715106E-03
-5.1480E-02,7.4394879344E-03
-5.1460E-02,6.7364849714E-03
-5.1440E-02,6.2183899303E-03
-5.1420E-02,7.0078015126E-03
-5.1400E-02,7.3311781835E-03
-5.1380E-02,6.6692843075E-03
-5.1360E-02,5.5463084279E-03
-5.1340E-02,6.5157908958E-03
-5.1320E-02,7.1916785126E-03
-5.1300E-02,7.8270874211E-03
-5.1280E-02,7.6081190193E-03
-5.1260E-02,6.3324999287E-03
-5.1240E-02,6.7130708353E-03
-5.1220E-02,6.6814627291E-03
-5.1200E-02,7.5036816631E-03
-5.1180E-02,6.5824255539E-03
-5.1160E-02,6.5077027835E-03
-5.1140E-02,6.7170223850E-03
-5.1120E-02,7.1339197017E-03
-5.1100E-02,7.3615236249E-03
-5.1080E-02,6.7056932104E-03
-5.1060E-02,6.1935028441E-03
-5.1040E-02,6.5523490488E-03
-5.1020E-02,7.7351327086E-03
-5.1000E-02,7.6875677230E-03
-5.0980E-02,6.6522554981E-03
-5.0960E-02,6.3777288889E-03
-5.0940E-02,6.5149344962E-03
-5.0920E-02,7.4401102070E-03
-5.0900E-02,7.0580787481E-03
-5.0880E-02,5.9583286539E-03
-5.0860E-02,5.9060591926E-03
-5.0840E-02,6.9241556880E-03
-5.0820E-02,7.0763530562E-03
-5.0800E-02,7.2433643251E-03
-5.0780E-02,5.8211321065E-03
-5.0760E-02,5.8736485694E-03
-5.0740E-02,6.9542822611E-03
-5.0720E-02,6.9806232238E-03
-5.0700E-02,7.3881826380E-03
-5.0680E-02,5.8250245284E-03
-5.0660E-02,5.9065160026E-03
-5.0640E-02,6.7071056021E-03
-5.0620E-02,7.8213563150E-03
-5.0600E-02,7.1076197470E-03
-5.0580E-02,5.8966736064E-03
-5.0560E-02,6.3534588301E-03
-5.0540E-02,7.2948088580E-03
-5.0520E-02,7.6799249766E-03
-5.0500E-02,7.6842508436E-03
-5.0480E-02,6.4858912972E-03
-5.0460E-02,6.4373263840E-03
-5.0440E-02,8.0766263314E-03
-5.0420E-02,8.4062715039E-03
-5.0400E-02,7.1524839268E-03
-5.0380E-02,6.0931419690E-03
-5.0360E-02,6.4217986580E-03
-5.0340E-02,7.5232992215E-03
-5.0320E-02,7.9409594777E-03
-5.0300E-02,6.7970385250E-03
-5.0280E-02,6.4796924138E-03
-5.0260E-02,7.1037349545E-03
-5.0240E-02,8.0139060296E-03
-5.0220E-02,7.7693271797E-03
-5.0200E-02,6.3912205201E-03
-5.0180E-02,6.3770894503E-03
-5.0160E-02,7.2095942391E-03
-5.0140E-02,7.4401478771E-03
-5.0120E-02,7.4277787206E-03
-5.0100E-02,6.0817293479E-03
-5.0080E-02,6.9022879349E-03
-5.0060E-02,7.8439994054E-03
-5.0040E-02,8.4361024379E-03
-5.0020E-02,7.5034770999E-03
-5.0000E-02,6.3702554198E-03
-4.9980E-02,7.3322868299E-03
-4.9960E-02,7.0799264740E-03
-4.9940E-02,7.5245561643E-03
-4.9920E-02,6.3409094292E-03
-4.9900E-02,5.5438145694E-03
-4.9880E-02,6.1647810334E-03
-4.9860E-02,7.9075527417E-03
-4.9840E-02,8.0211448949E-03
-4.9820E-02,6.7136091844E-03
-4.9800E-02,6.0778869939E-03
-4.9780E-02,6.1412400586E-03
-4.9760E-02,7.2707819862E-03
-4.9740E-02,7.5878796651E-03
-4.9720E-02,6.7140521662E-03
-4.9700E-02,5.6024459923E-03
-4.9680E-02,7.0120873251E-03
-4.9660E-02,7.2468457134E-03
-4.9640E-02,6.8604478564E-03
-4.9620E-02,6.2536782658E-03
-4.9600E-02,6.0867838220E-03
-4.9580E-02,6.6913442260E-03
-4.9560E-02,7.8927846173E-03
-4.9540E-02,7.7996902640E-03
-4.9520E-02,5.9131187671E-03
-4.9500E-02,6.4495481978E-03
-4.9480E-02,7.3593673671E-03
-4.9460E-02,8.0061202322E-03
-4.9440E-02,7.1455845696E-03
-4.9420E-02,5.9813527372E-03
-4.9400E-02,6.6427421195E-03
-4.9380E-02,7.3400316194E-03
-4.9360E-02,7.4462099082E-03
-4.9340E-02,6.9824871803E-03
-4.9320E-02,6.3829125859E-03
-4.9300E-02,6.5705327578E-03
-4.9280E-02,7.2219495673E-03
-4.9260E-02,6.9437861210E-03
-4.9240E-02,6.0000819479E-03
-4.9220E-02,6.2624444406E-03
-4.9200E-02,6.7020439755E-03
-4.9180E-02,7.6076660239E-03
-4.9160E-02,7.5353560496E-03
-4.9140E-02,6.4877090005E-03
-4.9120E-02,6.5840744569E-03
-4.9100E-02,6.9952373297E-03
-4.9080E-02,7.4397206310E-03
-4.9060E-02,7.2329978848E-03
-4.9040E-02,6.5273608731E-03
-4.9020E-02,6.9560646784E-03
-4.9000E-02,7.5494546946E-03
-4.8980E-02,8.4179616442E-03
-4.8960E-02,8.1342130041E-03
-4.8940E-02,7.0031890665E-03
-4.8920E-02,7.1754379150E-03
-4.8900E-02,8.1939492587E-03
-4.8880E-02,7.9784026405E-03
-4.8860E-02,7.9484496362E-03
-4.8840E-02,6.4232563493E-03
-4.8820E-02,7.0716347523E-03
-4.8800E-02,7.5219559712E-03
-4.8780E-02,8.3832064126E-03
-4.8760E-02,7.8517008027E-03
-4.8740E-02,6.9290203809E-03
-4.8720E-02,6.5747465680E-03
-4.8700E-02,7.1067452276E-03
-4.8680E-02,8.0290537164E-03
-4.8660E-02,6.9033393608E-03
-4.8640E-02,6.5763244222E-03
-4.8620E-02,6.3912062150E-03
-4.8600E-02,7.8900628307E-03
-4.8580E-02,7.3677225082E-03
-4.8560E-02,6.9441461331E-03
-4.8540E-02,5.8581675735E-03
-4.8520E-02,6.6680817241E-03
-4.8500E-02,7.7950520688E-03
-4.8480E-02,7.8722253055E-03
-4.8460E-02,6.7977428135E-03
-4.8440E-02,6.5064930476E-03
-4.8420E-02,7.0054449832E-03
-4.8400E-02,7.1292466973E-03
-4.8380E-02,7.5853190495E-03
-4.8360E-02,6.4198741432E-03
-4.8340E-02,6.7628774325E-03
-4.8320E-02,6.5774344992E-03
-4.8300E-02,6.9125852338E-03
-4.8280E-02,6.8464607914E-03
-4.8260E-02,4.9944695268E-03
-4.8240E-02,6.0617284124E-03
-4.8220E-02,7.4457769400E-03
-4.8200E-02,7.3925476055E-03
-4.8180E-02,7.1908712272E-03
-4.8160E-02,6.4622911946E-03
-4.8140E-02,6.4834284332E-03
-4.8120E-02,7.2017979512E-03
-4.8100E-02,7.2112073793E-03
-4.8080E-02,6.4685401459E-03
-4.8060E-02,5.7675522967E-03
-4.8040E-02,5.6245950794E-03
-4.8020E-02,6.6680235500E-03
-4.8000E-02,7.0151414673E-03
-4.7980E-02,6.7789678263E-03
-4.7960E-02,5.9785370136E-03
-4.7940E-02,6.2813610484E-03
-4.7920E-02,8.3264642186E-03
-4.7900E-02,8.1750932092E-03
-4.7880E-02,6.3352512792E-03
-4.7860E-02,5.4925979646E-03
-4.7840E-02,5.5281886150E-03
-4.7820E-02,6.9019818054E-03
-4.7800E-02,6.3367227987E-03
-4.7780E-02,5.3766721703E-03
-4.7760E-02,4.5631559916E-03
-4.7740E-02,5.7218407772E-03
-4.7720E-02,6.2425136001E-03
-4.7700E-02,7.0272517012E-03
-4.7680E-02,5.3222292851E-03
-4.7660E-02,5.6359953027E-03
-4.7640E-02,6.2495326434E-03
-4.7620E-02,6.0614351575E-03
-4.7600E-02,5.7145737786E-03
-4.7580E-02,3.8444226468E-03
-4.7560E-02,4.7199028634E-03
-4.7540E-02,5.8824233272E-03
-4.7520E-02,7.1579971183E-03
-4.7500E-02,5.8400367934E-03
-4.7480E-02,5.0828713255E-03
-4.7460E-02,4.9640687724E-03
-4.7440E-02,5.4988087689E-03
-4.7420E-02,6.2600306908E-03
-4.7400E-02,5.7622055214E-03
-4.7380E-02,5.0883992989E-03
-4.7360E-02,4.5563877647E-03
-4.7340E-02,6.0201806351E-03
-4.7320E-02,5.8571943488E-03
-4.7300E-02,5.0437287150E-03
-4.7280E-02,4.5891593536E-03
-4.7260E-02,4.8064001743E-03
-4.7240E-02,6.0922869999E-03
-4.7220E-02,6.3545464957E-03
-4.7200E-02,5.1256984569E-03
-4.7180E-02,4.1623013850E-03
-4.7160E-02,4.6263078310E-03
-4.7140E-02,5.5269168902E-03
-4.7120E-02,5.7959999261E-03
-4.7100E-02,4.4588273543E-03
-4.7080E-02,4.2440040981E-03
-4.7060E-02,5.4222578047E-03
-4.7040E-02,5.3395289381E-03
-4.7020E-02,5.5014738119E-03
-4.7000E-02,3.4945147551E-03
-4.6980E-02,4.4312699800E-03
-4.6960E-02,5.0936168513E-03
-4.6940E-02,5.6518329728E-03
-4.6920E-02,5.3196767757E-03
-4.6900E-02,4.0557130163E-03
-4.6880E-02,4.3440397703E-03
-4.6860E-02,5.2473615562E-03
-4.6840E-02,5.4499181759E-03
-4.6820E-02,4.7567003886E-03
-4.6800E-02,4.1291826586E-03
-4.6780E-02,3.7899110971E-03
-4.6760E-02,4.8704537128E-03
-4.6740E-02,5.1024364318E-03
-4.6720E-02,4.9453033219E-03
-4.6700E-02,3.9683292651E-03
-4.6680E-02,3.9344013460E-03
-4.6660E-02,5.2258347417E-03
-4.6640E-02,5.6853675012E-03
-4.6620E-02,5.6237124537E-03
-4.6600E-02,5.1571978442E-03
-4.6580E-02,4.8851207477E-03
-4.6560E-02,5.5629939145E-03
-4.6540E-02,5.6265782452E-03
-4.6520E-02,4.8309630112E-03
-4.6500E-02,4.3933752524E-03
-4.6480E-02,4.8677362177E-03
-4.6460E-02,5.2085431950E-03
-4.6440E-02,5.8450450143E-03
-4.6420E-02,4.3451331579E-03
-4.6400E-02,4.8136309333E-03
-4.6380E-02,5.2197970293E-03
-4.6360E-02,5.0124205393E-03
-4.6340E-02,5.1255496837E-03
-4.6320E-02,4.4264997008E-03
-4.6300E-02,5.5405568178E-03
-4.6280E-02,6.2215518376E-03
-4.6260E-02,6.6519965755E-03
-4.6240E-02,5.5934547504E-03
-4.6220E-02,5.1359857422E-03
-4.6200E-02,5.0564497773E-03
-4.6180E-02,6.0663122482E-03
-4.6160E-02,5.7438077124E-03
-4.6140E-02,5.0419510659E-03
-4.6120E-02,4.4615357895E-03
-4.6100E-02,4.5280998758E-03
-4.6080E-02,6.3838529089E-03
-4.6060E-02,5.9739002489E-03
-4.6040E-02,4.4298761849E-03
-4.6020E-02,4.1205099440E-03
-4.6000E-02,4.9539550558E-03
-4.5980E-02,6.4792294049E-03
-4.5960E-02,6.8142547314E-03
-4.5940E-02,4.7924293218E-03
-4.5920E-02,3.8556669444E-03
-4.5900E-02,4.6677473662E-03
-4.5880E-02,6.2538012898E-03
-4.5860E-02,6.6087908353E-03
-4.5840E-02,4.6133097263E-03
-4.5820E-02,4.4640625497E-03
-4.5800E-02,4.8451193534E-03
-4.5780E-02,5.8537091459E-03
-4.5760E-02,6.1956757912E-03
-4.5740E-02,4.6496251692E-03
-4.5720E-02,4.3106330342E-03
-4.5700E-02,5.2633079452E-03
-4.5680E-02,5.3721393560E-03
-4.5660E-02,5.6437739476E-03
-4.5640E-02,4.7926801381E-03
-4.5620E-02,4.6500629057E-03
-4.5600E-02,5.4670933743E-03
-4.5580E-02,5.6329945663E-03
-4.5560E-02,4.9092420333E-03
-4.5540E-02,5.4728321098E-03
-4.5520E-02,5.1612461919E-03
-4.5500E-02,5.9082922211E-03
-4.5480E-02,5.8631071299E-03
-4.5460E-02,5.0816639737E-03
-4.5440E-02,4.7738188434E-03
-4.5420E-02,4.7596043271E-03
-4.5400E-02,6.2096075431E-03
-4.5380E-02,6.2349390415E-03
-4.5360E-02,5.4338664059E-03
-4.5340E-02,5.0447028933E-03
-4.5320E-02,5.9675478239E-03
-4.5300E-02,6.3795003391E-03
-4.5280E-02,5.7929472144E-03
-4.5260E-02,4.8851512653E-03
-4.5240E-02,5.0368045623E-03
-4.5220E-02,5.4829634694E-03
-4.5200E-02,6.1666797990E-03
-4.5180E-02,6.3673514814E-03
-4.5160E-02,4.6377919777E-03
-4.5140E-02,5.5276307155E-03
-4.5120E-02,6.7431916863E-03
