[s],CH1[V]
-5.7120E-02,-2.5224406660E-02
-5.7100E-02,-2.7030851927E-02
-5.7080E-02,-2.8207023773E-02
-5.7060E-02,-3.0157804973E-02
-5.7040E-02,-3.2452531478E-02
-5.7020E-02,-3.4402922053E-02
-5.7000E-02,-3.6324797005E-02
-5.6980E-02,-3.8275187581E-02
-5.6960E-02,-3.8676750071E-02
-5.6940E-02,-3.9078312560E-02
-5.6920E-02,-3.9107023497E-02
-5.6900E-02,-3.8647843821E-02
-5.6880E-02,-3.8848625066E-02
-5.6860E-02,-3.8275187581E-02
-5.6840E-02,-3.7873625091E-02
-5.6820E-02,-3.7070304799E-02
-5.6800E-02,-3.4546281425E-02
-5.6780E-02,-3.1936320553E-02
-5.6760E-02,-2.8924406567E-02
-5.6740E-02,-2.4822453546E-02
-5.6720E-02,-2.2757414535E-02
-5.6700E-02,-2.0577141153E-02
-5.6680E-02,-1.8168352151E-02
-5.6660E-02,-1.6131242828E-02
-5.6640E-02,-1.3406633521E-02
-5.6620E-02,-1.1255071076E-02
-5.6600E-02,-9.0464773816E-03
-5.6580E-02,-6.8951102484E-03
-5.6560E-02,-6.2070243283E-03
-5.6540E-02,-5.6333915303E-03
-5.6520E-02,-6.0636649569E-03
-5.6500E-02,-6.1496024547E-03
-5.6480E-02,-5.2605399772E-03
-5.6460E-02,-4.1992118790E-03
-5.6440E-02,-2.9656181602E-03
-5.6420E-02,-1.6175713192E-03
-5.6400E-02,-3.8436822538E-04
-5.6380E-02,1.0332707480E-04
-5.6360E-02,-9.7258857633E-05
-5.6340E-02,-2.9823541506E-04
-5.6320E-02,-2.1210260473E-04
-5.6300E-02,-5.5604790854E-04
-5.6280E-02,9.6367861557E-04
-5.6260E-02,2.4841863897E-03
-5.6240E-02,2.9140691913E-03
-5.6220E-02,3.1150457487E-03
-5.6200E-02,1.9677801527E-03
-5.6180E-02,1.8531317181E-03
-5.6160E-02,3.0580145002E-03
-5.6140E-02,2.9144598163E-03
-5.6120E-02,3.2873113694E-03
-5.6100E-02,4.0041082263E-03
-5.6080E-02,4.0902410366E-03
-5.6060E-02,4.2336004080E-03
-5.6040E-02,3.5744207371E-03
-5.6020E-02,3.6027410489E-03
-5.6000E-02,4.1763738469E-03
-5.5980E-02,5.1228581980E-03
-5.5960E-02,5.9548894270E-03
-5.5940E-02,6.4134831654E-03
-5.5920E-02,5.8972722409E-03
-5.5900E-02,6.5572331618E-03
-5.5880E-02,6.4711003514E-03
-5.5860E-02,5.5244206879E-03
-5.5840E-02,5.4957097511E-03
-5.5820E-02,6.6146550353E-03
-5.5800E-02,7.7043034453E-03
-5.5780E-02,7.9336003145E-03
-5.5760E-02,8.1056706226E-03
-5.5740E-02,7.6470768842E-03
-5.5720E-02,6.3853581661E-03
-5.5700E-02,5.6966863085E-03
-5.5680E-02,6.2703191065E-03
-5.5660E-02,6.7867253435E-03
-5.5640E-02,7.4750065761E-03
-5.5620E-02,8.0484440616E-03
-5.5600E-02,7.4175847025E-03
-5.5580E-02,7.6468815717E-03
-5.5560E-02,6.5289128500E-03
-5.5540E-02,6.2701237940E-03
-5.5520E-02,7.2451237694E-03
-5.5500E-02,7.3888737658E-03
-5.5480E-02,8.1349674969E-03
-5.5460E-02,8.7371159192E-03
-5.5440E-02,8.2496159315E-03
-5.5420E-02,7.6472721967E-03
-5.5400E-02,6.6146550353E-03
-5.5380E-02,6.8148503428E-03
-5.5360E-02,7.1591862716E-03
-5.5340E-02,7.7906315681E-03
-5.5320E-02,8.5361393618E-03
-5.5300E-02,8.8230534170E-03
-5.5280E-02,8.7082096699E-03
-5.5260E-02,9.1961002826E-03
-5.5240E-02,8.4502018639E-03
-5.5220E-02,8.0484440616E-03
-5.5200E-02,8.5937565478E-03
-5.5180E-02,8.1634831212E-03
-5.5160E-02,9.4543034011E-03
-5.5140E-02,9.8271549542E-03
-5.5120E-02,9.9705143255E-03
-5.5100E-02,9.6546940210E-03
-5.5080E-02,9.4828190254E-03
-5.5060E-02,9.7408268313E-03
-5.5040E-02,1.0314459629E-02
-5.5020E-02,1.0744733056E-02
-5.5000E-02,1.1002936174E-02
-5.4980E-02,1.1404303352E-02
-5.4960E-02,1.1089068985E-02
-5.4940E-02,1.0458014313E-02
-5.4920E-02,9.3390690290E-03
-5.4900E-02,8.7086002949E-03
-5.4880E-02,9.4828190254E-03
-5.4860E-02,1.0199811195E-02
-5.4840E-02,1.1232623669E-02
-5.4820E-02,1.1433404914E-02
-5.4800E-02,1.1806256467E-02
-5.4780E-02,1.1462115850E-02
-5.4760E-02,1.0859772116E-02
-5.4740E-02,1.0658600246E-02
-5.4720E-02,1.0400787752E-02
-5.4700E-02,1.0429303376E-02
-5.4680E-02,1.1375983040E-02
-5.4660E-02,1.1633795534E-02
-5.4640E-02,1.1662897095E-02
-5.4620E-02,1.1691022095E-02
-5.4600E-02,1.1404889289E-02
-5.4580E-02,1.0515631499E-02
-5.4560E-02,1.0687311182E-02
-5.4540E-02,1.0687701807E-02
-5.4520E-02,1.1806256467E-02
-5.4500E-02,1.2093365834E-02
-5.4480E-02,1.1662701783E-02
-5.4460E-02,1.2121686146E-02
-5.4440E-02,1.1203912732E-02
-5.4420E-02,1.1089068985E-02
-5.4400E-02,1.1146490858E-02
-5.4380E-02,1.1863678340E-02
-5.4360E-02,1.2580865822E-02
-5.4340E-02,1.2609381446E-02
-5.4320E-02,1.2093170522E-02
-5.4300E-02,1.1834967403E-02
-5.4280E-02,1.1375787728E-02
-5.4260E-02,1.0831061179E-02
-5.4240E-02,1.1404693977E-02
-5.4220E-02,1.1232623669E-02
-5.4200E-02,1.2379889265E-02
-5.4180E-02,1.2838678316E-02
-5.4160E-02,1.2350983015E-02
-5.4140E-02,1.1031451799E-02
-5.4120E-02,1.0458209626E-02
-5.4100E-02,1.0400787752E-02
-5.4080E-02,9.7410221438E-03
-5.4060E-02,1.0601373685E-02
-5.4040E-02,1.1576568972E-02
-5.4020E-02,1.1978131462E-02
-5.4000E-02,1.1347467416E-02
-5.3980E-02,1.0974225238E-02
-5.3960E-02,1.0888092427E-02
-5.3940E-02,1.0113873697E-02
-5.3920E-02,1.0400787752E-02
-5.3900E-02,1.0629498684E-02
-5.3880E-02,1.1548053348E-02
-5.3860E-02,1.2150201770E-02
-5.3840E-02,1.1805865842E-02
-5.3820E-02,1.1261334605E-02
-5.3800E-02,1.0372076815E-02
-5.3780E-02,9.7984440174E-03
-5.3760E-02,9.9703190130E-03
-5.3740E-02,1.0802740867E-02
-5.3720E-02,1.1003131487E-02
-5.3700E-02,1.1576568972E-02
-5.3680E-02,1.1662701783E-02
-5.3660E-02,1.1576959597E-02
-5.3640E-02,1.0572858060E-02
-5.3620E-02,9.6550846460E-03
-5.3600E-02,1.0142779946E-02
-5.3580E-02,1.0285944005E-02
-5.3560E-02,1.0974420550E-02
-5.3540E-02,1.1834576778E-02
-5.3520E-02,1.1175006483E-02
-5.3500E-02,1.0859381491E-02
-5.3480E-02,1.0658990871E-02
-5.3460E-02,9.7984440174E-03
-5.3440E-02,8.9093815398E-03
-5.3420E-02,9.5691471482E-03
-5.3400E-02,9.7984440174E-03
-5.3380E-02,1.0544147124E-02
-5.3360E-02,1.0716022119E-02
-5.3340E-02,1.0343365879E-02
-5.3320E-02,1.0142779946E-02
-5.3300E-02,8.9664127884E-03
-5.3280E-02,9.6548893335E-03
-5.3260E-02,9.9418033888E-03
-5.3240E-02,1.0286139318E-02
-5.3220E-02,1.0543951811E-02
-5.3200E-02,1.0601568997E-02
-5.3180E-02,9.9130924520E-03
-5.3160E-02,8.9953190377E-03
-5.3140E-02,8.4218815522E-03
-5.3120E-02,8.6220768596E-03
-5.3100E-02,9.8271549542E-03
-5.3080E-02,1.0429303376E-02
-5.3060E-02,1.1031647111E-02
-5.3040E-02,1.0515631499E-02
-5.3020E-02,9.5974674600E-03
-5.3000E-02,9.0810612230E-03
-5.2980E-02,8.3929753029E-03
-5.2960E-02,9.7693424556E-03
-5.2940E-02,1.0228522132E-02
-5.2920E-02,1.0601373685E-02
-5.2900E-02,1.1089264297E-02
-5.2880E-02,1.0286139318E-02
-5.2860E-02,9.7412174563E-03
-5.2840E-02,9.0523502862E-03
-5.2820E-02,8.2494206190E-03
-5.2800E-02,8.2205143697E-03
-5.2780E-02,9.1961002826E-03
-5.2760E-02,9.9992252623E-03
-5.2740E-02,1.1060748673E-02
-5.2720E-02,1.1089654922E-02
-5.2700E-02,9.5402408989E-03
-5.2680E-02,8.8232487295E-03
-5.2660E-02,7.7044987578E-03
-5.2640E-02,8.3355534293E-03
-5.2620E-02,8.9666081009E-03
-5.2600E-02,9.6550846460E-03
-5.2580E-02,1.0486529937E-02
-5.2560E-02,1.0515436187E-02
-5.2540E-02,1.0458404938E-02
-5.2520E-02,1.0199811195E-02
-5.2500E-02,8.9089909148E-03
-5.2480E-02,8.3640690536E-03
-5.2460E-02,9.5687565232E-03
-5.2440E-02,1.0343170566E-02
-5.2420E-02,1.0974029925E-02
-5.2400E-02,1.0630475246E-02
-5.2380E-02,1.0515436187E-02
-5.2360E-02,9.9416080763E-03
-5.2340E-02,8.7371159192E-03
-5.2320E-02,9.3392643415E-03
-5.2300E-02,9.8558658909E-03
-5.2280E-02,9.4253971518E-03
-5.2260E-02,1.0027936199E-02
-5.2240E-02,9.7980533924E-03
-5.2220E-02,8.7369206067E-03
-5.2200E-02,8.7084049824E-03
-5.2180E-02,7.9054753152E-03
-5.2160E-02,7.9339909395E-03
-5.2140E-02,8.5650456110E-03
-5.2120E-02,8.4502018639E-03
-5.2100E-02,9.4826237129E-03
-5.2080E-02,9.5689518357E-03
-5.2060E-02,8.6798893581E-03
-5.2040E-02,8.0486393741E-03
-5.2020E-02,6.7580144067E-03
-5.2000E-02,6.7003972206E-03
-5.1980E-02,7.3886784533E-03
-5.1960E-02,8.3929753029E-03
-5.1940E-02,9.4539127761E-03
-5.1920E-02,9.2820377804E-03
-5.1900E-02,8.0486393741E-03
-5.1880E-02,7.6757878210E-03
-5.1860E-02,7.5033268879E-03
-5.1840E-02,7.5326237621E-03
-5.1820E-02,8.6222721721E-03
-5.1800E-02,8.2781315558E-03
-5.1780E-02,8.6507877964E-03
-5.1760E-02,8.7656315435E-03
-5.1740E-02,7.8765690659E-03
-5.1720E-02,7.2455143944E-03
-5.1700E-02,6.0699284866E-03
-5.1680E-02,6.6433659721E-03
-5.1660E-02,7.2736393937E-03
-5.1640E-02,7.3029362679E-03
-5.1620E-02,8.2494206190E-03
-5.1600E-02,8.6509831089E-03
-5.1580E-02,7.8765690659E-03
-5.1560E-02,7.4173893900E-03
-5.1540E-02,6.2128972330E-03
-5.1520E-02,5.7255925578E-03
-5.1500E-02,6.2701237940E-03
-5.1480E-02,6.4712956639E-03
-5.1460E-02,7.7902409431E-03
-5.1440E-02,7.6468815717E-03
-5.1420E-02,6.9586003391E-03
-5.1400E-02,7.0443425245E-03
-5.1380E-02,6.1847722337E-03
-5.1360E-02,6.2701237940E-03
-5.1340E-02,6.4711003514E-03
-5.1320E-02,7.1597722090E-03
-5.1300E-02,8.3068424926E-03
-5.1280E-02,8.1923893705E-03
-5.1260E-02,7.0734440862E-03
-5.1240E-02,7.2453190819E-03
-5.1220E-02,7.1306706473E-03
-5.1200E-02,6.5000066007E-03
-5.1180E-02,7.0736393987E-03
-5.1160E-02,8.0199284373E-03
-5.1140E-02,9.0808659105E-03
-5.1120E-02,9.0812565355E-03
-5.1100E-02,8.2779362433E-03
-5.1080E-02,7.9337956270E-03
-5.1060E-02,7.0445378369E-03
-5.1040E-02,7.6183659475E-03
-5.1020E-02,8.3640690536E-03
-5.1000E-02,9.0238346619E-03
-5.0980E-02,1.0085162760E-02
-5.0960E-02,1.0429303376E-02
-5.0940E-02,8.7086002949E-03
-5.0920E-02,7.8763737534E-03
-5.0900E-02,6.5574284743E-03
-5.0880E-02,6.4140691029E-03
-5.0860E-02,7.4175847025E-03
-5.0840E-02,8.3929753029E-03
-5.0820E-02,9.7410221438E-03
-5.0800E-02,9.9990299498E-03
-5.0780E-02,9.0814518480E-03
-5.0760E-02,8.7945377927E-03
-5.0740E-02,6.9871159634E-03
-5.0720E-02,6.8439519045E-03
-5.0700E-02,7.9912175005E-03
-5.0680E-02,8.7945377927E-03
-5.0660E-02,9.5402408989E-03
-5.0640E-02,1.0085358073E-02
-5.0620E-02,1.0200006507E-02
-5.0600E-02,9.9990299498E-03
-5.0580E-02,9.1386784090E-03
-5.0560E-02,8.3066471801E-03
-5.0540E-02,8.2779362433E-03
-5.0520E-02,8.9091862273E-03
-5.0500E-02,9.5117252746E-03
-5.0480E-02,9.9703190130E-03
-5.0460E-02,9.7697330806E-03
-5.0440E-02,9.5117252746E-03
-5.0420E-02,8.7658268560E-03
-5.0400E-02,8.6507877964E-03
-5.0380E-02,9.2531315312E-03
-5.0360E-02,9.8839908902E-03
-5.0340E-02,1.0257428381E-02
-5.0320E-02,1.0056647136E-02
-5.0300E-02,9.5400455864E-03
-5.0280E-02,9.4253971518E-03
-5.0260E-02,8.9091862273E-03
-5.0240E-02,8.9664127884E-03
-5.0220E-02,9.4539127761E-03
-5.0200E-02,9.7125065196E-03
-5.0180E-02,9.7408268313E-03
-5.0160E-02,9.8558658909E-03
-5.0140E-02,9.0525455987E-03
-5.0120E-02,8.6222721721E-03
-5.0100E-02,7.9339909395E-03
-5.0080E-02,7.9914128130E-03
-5.0060E-02,8.3925846779E-03
-5.0040E-02,8.9951237252E-03
-5.0020E-02,9.8271549542E-03
-5.0000E-02,9.8843815152E-03
-4.9980E-02,8.9664127884E-03
-4.9960E-02,8.6511784214E-03
-4.9940E-02,7.8193425049E-03
-4.9920E-02,7.4748112636E-03
-4.9900E-02,7.2742253311E-03
-4.9880E-02,8.1060612476E-03
-4.9860E-02,9.5687565232E-03
-4.9840E-02,9.7984440174E-03
-4.9820E-02,9.4830143378E-03
-4.9800E-02,9.3679752783E-03
-4.9780E-02,7.7906315681E-03
-4.9760E-02,6.9011784656E-03
-4.9740E-02,7.2744206436E-03
-4.9720E-02,7.9910221880E-03
-4.9700E-02,9.0812565355E-03
-4.9680E-02,9.2531315312E-03
-4.9660E-02,8.3929753029E-03
-4.9640E-02,8.0486393741E-03
-4.9620E-02,7.4462956393E-03
-4.9600E-02,7.3894597032E-03
-4.9580E-02,7.4173893900E-03
-4.9560E-02,7.9627018763E-03
-4.9540E-02,8.8519596663E-03
-4.9520E-02,9.0523502862E-03
-4.9500E-02,8.6794987331E-03
-4.9480E-02,8.5937565478E-03
-4.9460E-02,7.9341862520E-03
-4.9440E-02,8.0197331248E-03
-4.9420E-02,8.1630924962E-03
-4.9400E-02,8.5076237375E-03
-4.9380E-02,8.7371159192E-03
-4.9360E-02,8.7371159192E-03
-4.9340E-02,8.0488346866E-03
-4.9320E-02,8.0201237498E-03
-4.9300E-02,7.2455143944E-03
-4.9280E-02,6.8152409677E-03
-4.9260E-02,7.5328190746E-03
-4.9240E-02,8.7371159192E-03
-4.9220E-02,9.5402408989E-03
-4.9200E-02,9.0527409112E-03
-4.9180E-02,8.0199284373E-03
-4.9160E-02,7.4462956393E-03
-4.9140E-02,6.9584050266E-03
-4.9120E-02,7.2457097069E-03
-4.9100E-02,7.5035222004E-03
-4.9080E-02,8.5648502985E-03
-4.9060E-02,9.7128971445E-03
-4.9040E-02,9.7695377681E-03
-4.9020E-02,8.3064518676E-03
-4.9000E-02,7.7334050070E-03
-4.8980E-02,6.7293034699E-03
-4.8960E-02,6.8150456552E-03
-4.8940E-02,7.2742253311E-03
-4.8920E-02,7.9052800027E-03
-4.8900E-02,8.8230534170E-03
-4.8880E-02,9.1097721598E-03
-4.8860E-02,8.2781315558E-03
-4.8840E-02,7.9625065638E-03
-4.8820E-02,7.1308659598E-03
-4.8800E-02,7.1880925208E-03
-4.8780E-02,7.5037175129E-03
-4.8760E-02,8.2207096822E-03
-4.8740E-02,8.9664127884E-03
-4.8720E-02,9.3107487172E-03
-4.8700E-02,8.9089909148E-03
-4.8680E-02,8.5363346743E-03
-4.8660E-02,7.2742253311E-03
-4.8640E-02,6.8724675288E-03
-4.8620E-02,7.4177800150E-03
-4.8600E-02,8.2779362433E-03
-4.8580E-02,9.0808659105E-03
-4.8560E-02,8.8234440420E-03
-4.8540E-02,8.3640690536E-03
-4.8520E-02,7.9914128130E-03
-4.8500E-02,7.2169987701E-03
-4.8480E-02,6.9015690906E-03
-4.8460E-02,7.6187565724E-03
-4.8440E-02,7.9627018763E-03
-4.8420E-02,8.5652409235E-03
-4.8400E-02,8.3066471801E-03
-4.8380E-02,7.7332096946E-03
-4.8360E-02,7.7334050070E-03
-4.8340E-02,6.6144597228E-03
-4.8320E-02,6.9296940899E-03
-4.8300E-02,7.3599675165E-03
-4.8280E-02,7.6185612599E-03
-4.8260E-02,8.0773503109E-03
-4.8240E-02,7.9625065638E-03
-4.8220E-02,7.2740300187E-03
-4.8200E-02,6.6429753471E-03
-4.8180E-02,6.3273503551E-03
-4.8160E-02,6.9586003391E-03
-4.8140E-02,7.0736393987E-03
-4.8120E-02,7.0449284619E-03
-4.8100E-02,7.1593815840E-03
-4.8080E-02,7.5033268879E-03
-4.8060E-02,7.0162175252E-03
-4.8040E-02,6.2418034822E-03
-4.8020E-02,5.5531316246E-03
-4.8000E-02,5.2378972576E-03
-4.7980E-02,5.4957097511E-03
-4.7960E-02,6.0406316123E-03
-4.7940E-02,6.4138737904E-03
-4.7920E-02,6.4138737904E-03
-4.7900E-02,6.0695378616E-03
-4.7880E-02,5.4959050636E-03
-4.7860E-02,5.4097722532E-03
-4.7840E-02,5.6394597474E-03
-4.7820E-02,5.5533269371E-03
-4.7800E-02,5.8398503674E-03
-4.7780E-02,6.1265691101E-03
-4.7760E-02,6.6714909714E-03
-4.7740E-02,6.0695378616E-03
-4.7720E-02,5.3527410047E-03
-4.7700E-02,4.5781316493E-03
-4.7680E-02,4.5777410243E-03
-4.7660E-02,4.9224675781E-03
-4.7640E-02,5.3521550672E-03
-4.7620E-02,6.1556706719E-03
-4.7600E-02,6.8439519045E-03
-4.7580E-02,6.0693425491E-03
-4.7560E-02,5.0943425737E-03
-4.7540E-02,4.4628972772E-03
-4.7520E-02,4.0613347873E-03
-4.7500E-02,4.1189519734E-03
-4.7480E-02,4.8929753913E-03
-4.7460E-02,5.7539128696E-03
-4.7440E-02,6.5570378493E-03
-4.7420E-02,6.3849675411E-03
-4.7400E-02,5.2378972576E-03
-4.7380E-02,4.7787175817E-03
-4.7360E-02,5.0943425737E-03
-4.7340E-02,4.7212957081E-03
-4.7320E-02,5.6679753717E-03
-4.7300E-02,5.4959050636E-03
-4.7280E-02,6.0123113005E-03
-4.7260E-02,5.7539128696E-03
-4.7240E-02,5.2378972576E-03
-4.7220E-02,5.2089910083E-03
-4.7200E-02,5.4669988143E-03
-4.7180E-02,5.2375066326E-03
-4.7160E-02,5.7539128696E-03
-4.7140E-02,5.8687566167E-03
-4.7120E-02,6.4711003514E-03
-4.7100E-02,6.6716862839E-03
-4.7080E-02,6.4423894147E-03
-4.7060E-02,5.6390691225E-03
-4.7040E-02,5.5820378739E-03
-4.7020E-02,5.7828191188E-03
-4.7000E-02,6.4136784779E-03
-4.6980E-02,6.6433659721E-03
-4.6960E-02,7.8765690659E-03
-4.6940E-02,7.5898503232E-03
-4.6920E-02,7.0447331494E-03
-4.6900E-02,6.1267644226E-03
-4.6880E-02,6.0695378616E-03
-4.6860E-02,6.2128972330E-03
-4.6840E-02,7.0447331494E-03
-4.6820E-02,7.7619206313E-03
-4.6800E-02,8.5650456110E-03
-4.6780E-02,8.4216862397E-03
-4.6760E-02,7.3312565797E-03
-4.6740E-02,7.7039128203E-03
-4.6720E-02,7.2742253311E-03
-4.6700E-02,7.0160222127E-03
-4.6680E-02,7.6755925085E-03
-4.6660E-02,7.4748112636E-03
-4.6640E-02,8.0199284373E-03
-4.6620E-02,8.1925846829E-03
-4.6600E-02,7.6468815717E-03
-4.6580E-02,7.2169987701E-03
-4.6560E-02,7.2742253311E-03
-4.6540E-02,7.4175847025E-03
-4.6520E-02,7.9627018763E-03
-4.6500E-02,7.8763737534E-03
-4.6480E-02,8.5935612353E-03
-4.6460E-02,8.7369206067E-03
-4.6440E-02,7.5039128253E-03
-4.6420E-02,6.7865300310E-03
-4.6400E-02,6.2132878579E-03
-4.6380E-02,7.0447331494E-03
-4.6360E-02,8.3068424926E-03
-4.6340E-02,8.3353581168E-03
-4.6320E-02,9.3968815275E-03
-4.6300E-02,9.5689518357E-03
-4.6280E-02,8.6794987331E-03
-4.6260E-02,7.5609440739E-03
-4.6240E-02,6.4707097264E-03
-4.6220E-02,6.7003972206E-03
-4.6200E-02,8.2207096822E-03
-4.6180E-02,8.1058659351E-03
-4.6160E-02,8.7656315435E-03
-4.6140E-02,9.4539127761E-03
-4.6120E-02,7.9337956270E-03
-4.6100E-02,7.5037175129E-03
-4.6080E-02,6.6718815964E-03
-4.6060E-02,6.0982487984E-03
-4.6040E-02,7.7906315681E-03
-4.6020E-02,8.3929753029E-03
-4.6000E-02,8.9378971641E-03
-4.5980E-02,8.4216862397E-03
-4.5960E-02,7.5611393864E-03
-4.5940E-02,6.2988347308E-03
-4.5920E-02,6.0697331741E-03
-4.5900E-02,6.2128972330E-03
-4.5880E-02,7.3312565797E-03
-4.5860E-02,7.8191471924E-03
-4.5840E-02,8.3642643661E-03
-4.5820E-02,8.0771549984E-03
-4.5800E-02,6.7865300310E-03
-4.5780E-02,7.0736393987E-03
-4.5760E-02,6.4709050389E-03
-4.5740E-02,6.0693425491E-03
-4.5720E-02,7.0732487737E-03
-4.5700E-02,7.5611393864E-03
-4.5680E-02,7.5609440739E-03
-4.5660E-02,7.2742253311E-03
-4.5640E-02,6.4996159757E-03
-4.5620E-02,6.1843816087E-03
-4.5600E-02,6.0408269248E-03
-4.5580E-02,6.2990300433E-03
-4.5560E-02,7.3601628290E-03
-4.5540E-02,7.1593815840E-03
-4.5520E-02,7.1880925208E-03
-4.5500E-02,7.4464909518E-03
-4.5480E-02,6.2127019205E-03
-4.5460E-02,6.6716862839E-03
-4.5440E-02,7.1882878333E-03
-4.5420E-02,6.2701237940E-03
-4.5400E-02,6.6714909714E-03
-4.5380E-02,6.5570378493E-03
-4.5360E-02,6.7578190942E-03
