Record Length,2.500000e+03,,   0.000003280000, -46.80000,
Sample Interval,4.000000e-09,,   0.000003284000, -46.80000,
Trigger Point,-8.200000000000e+02,,   0.000003288000, -46.80000,
,,,   0.000003292000, -46.80000,
,,,   0.000003296000, -46.80000,
,,,   0.000003300000, -46.80000,
Source,CH2,,   0.000003304000, -46.80000,
Vertical Units,V,,   0.000003308000, -46.80000,
Vertical Scale,1.000000e+01,,   0.000003312000, -46.80000,
Vertical Offset,4.000000e+01,,   0.000003316000, -47.20000,
Horizontal Units,s,,   0.000003320000, -47.20000,
Horizontal Scale,1.000000e-06,,   0.000003324000, -46.80000,
Pt Fmt,Y,,   0.000003328000, -47.20000,
Yzero,0.000000e+00,,   0.000003332000, -46.80000,
Probe Atten,1.000000e+01,,   0.000003336000, -47.20000,
Model Number,TDS1002B,,   0.000003340000, -46.80000,
Serial Number,C052304,,   0.000003344000, -46.80000,
Firmware Version,FV:v22.01,,   0.000003348000, -46.80000,
,,,0.000003352000, -46.80000,
,,,0.000003356000, -47.20000,
,,,0.000003360000, -46.80000,
,,,0.000003364000, -46.80000,
,,,0.000003368000, -46.80000,
,,,0.000003372000, -46.80000,
,,,0.000003376000, -46.80000,
,,,0.000003380000, -47.20000,
,,,0.000003384000, -46.80000,
,,,0.000003388000, -46.80000,
,,,0.000003392000, -46.80000,
,,,0.000003396000, -46.80000,
,,,0.000003400000, -46.80000,
,,,0.000003404000, -46.80000,
,,,0.000003408000, -46.80000,
,,,0.000003412000, -46.80000,
,,,0.000003416000, -46.80000,
,,,0.000003420000, -46.80000,
,,,0.000003424000, -46.80000,
,,,0.000003428000, -46.80000,
,,,0.000003432000, -46.80000,
,,,0.000003436000, -46.80000,
,,,0.000003440000, -46.80000,
,,,0.000003444000, -47.20000,
,,,0.000003448000, -46.80000,
,,,0.000003452000, -46.80000,
,,,0.000003456000, -47.20000,
,,,0.000003460000, -47.20000,
,,,0.000003464000, -46.80000,
,,,0.000003468000, -46.80000,
,,,0.000003472000, -46.80000,
,,,0.000003476000, -46.80000,
,,,0.000003480000, -46.80000,
,,,0.000003484000, -46.80000,
,,,0.000003488000, -46.80000,
,,,0.000003492000, -46.80000,
,,,0.000003496000, -46.80000,
,,,0.000003500000, -47.20000,
,,,0.000003504000, -47.20000,
,,,0.000003508000, -46.80000,
,,,0.000003512000, -46.80000,
,,,0.000003516000, -47.20000,
,,,0.000003520000, -46.80000,
,,,0.000003524000, -47.20000,
,,,0.000003528000, -47.20000,
,,,0.000003532000, -47.20000,
,,,0.000003536000, -47.20000,
,,,0.000003540000, -46.80000,
,,,0.000003544000, -47.20000,
,,,0.000003548000, -46.80000,
,,,0.000003552000, -46.80000,
,,,0.000003556000, -47.20000,
,,,0.000003560000, -46.80000,
,,,0.000003564000, -46.80000,
,,,0.000003568000, -46.80000,
,,,0.000003572000, -46.80000,
,,,0.000003576000, -46.80000,
,,,0.000003580000, -46.80000,
,,,0.000003584000, -46.80000,
,,,0.000003588000, -46.80000,
,,,0.000003592000, -46.80000,
,,,0.000003596000, -46.80000,
,,,0.000003600000, -46.80000,
,,,0.000003604000, -46.80000,
