1000,000	26,440
1100,000	26,860
1200,000	27,960
1300,000	28,340
1400,000	28,880
1500,000	26,860
1600,000	29,400
1700,000	30,040
1800,000	30,280
1900,000	31,120
2000,000	34,740
2100,000	43,260
2200,000	59,240
2300,000	87,720
2400,000	140,020
2500,000	240,820
2600,000	403,860
2700,000	599,460
2800,000	716,180
2900,000	769,680
3000,000	816,140
3100,000	828,200
3200,000	836,760
3300,000	859,120
3400,000	878,860
3500,000	952,020
3600,000	1077,080
3700,000	1380,220
3800,000	1839,900
3900,000	2308,700
4000,000	2768,040
