  0	124.909923389	1.33367012195	97.9148660969	0.140706414456
  3	123.774682818	1.32154909594	97.802395538	0.134448422351
  5	131.199141576	1.40082045044	96.7267783061	0.446220476701
  7	134.100451718	1.4317978984	95.0921360307	0.113412625218
 10	133.977045235	1.43048028059	95.7313248232	0.13543184084
 19	163.489236754	1.74558357258	89.4476662378	0.158349672776
 23	160.227981377	1.71076296955	88.3974201023	0.139570079742
 -8	109.422626121	1.16831139724	98.4398301792	0.289540349276
 -7	110.816429573	1.18319311335	97.746519807	0.231308777266
 -4	113.164392566	1.20826244336	96.9361170341	0.187694588796
 -3	116.419682305	1.24301935095	89.62610286	0.196394771378
 -1	119.394925452	1.27478618566	89.2818139389	0.130760126372
