  0	110.36229753	1.38636054593	-0.287763023218	0.0199590882817
  3	111.685386849	1.40298106644	-0.238405066839	0.0197346163075
  5	116.581816963	1.46448954967	-0.0559641763139	0.13925625896
  7	122.877925744	1.54358066142	0.219375657947	0.0200320076051
 10	116.050068432	1.45780977587	-0.446674574489	0.0185765102904
 14	122.891938085	1.5437566831	0.0405365054167	0.0251034450181
 19	122.100399807	1.53381345553	0.906438538986	0.0290128288865
 23	124.865440083	1.56854762501	0.647679876915	0.0324662488477
 -8	106.544268109	1.33839882829	-0.407390060743	0.0416843672273
 -7	102.219169764	1.28406735969	-0.476154207132	0.0290586905254
 -4	105.090273244	1.32013388492	-0.458411416288	0.0238444433122
 -3	104.199587246	1.30894517325	-0.538078240603	0.0248372500594
 -1	109.09765362	1.37047421101	-0.15503533501	0.0204182730989
