23	221.07081999752964	37.23743917161133
19	157.10462768700967	27.205245947499815
14	101.12254342157539	18.1368336229426
7	53.12487481205762	10.018620528173324
5	43.93375748220351	8.406880102763516
0	26.98828746143451	5.358298666220805
-1	24.428802215761667	4.886428284901607
-3	19.970044162974812	4.054892485531383
-4	18.035231502319984	3.689736988645037
-7	13.222752604265997	2.767504246501538
-8	11.904187927352671	2.5106622123198665
3	36.23129466344514	7.035451566592176
10	70.27907068915374	12.96968650973057
