  0	116.359428703	1.35203597485	36.5220984713	0.353744294388
  3	115.25421503	1.33919396744	39.2843272708	0.318424488872
  5	121.811502223	1.41538623034	37.2118526779	0.278848315615
  7	132.506929345	1.53966152454	37.1556347049	0.245253722792
 10	126.648668634	1.47159158539	36.3109733389	0.268868957075
 19	139.931078186	1.62592626843	38.1020980896	0.451992174403
 23	149.860642436	1.74130263482	31.3350327408	0.458252828914
 -8	104.731937415	1.21693058035	38.2085569634	0.507194777787
 -7	107.422259805	1.24819072571	36.0261229249	0.443205998418
 -4	111.436934402	1.29483915414	34.7932343953	0.494767758753
 -3	111.200568688	1.29209270762	37.4461777925	0.382181215743
 -1	120.738845794	1.40292252114	35.9615978552	0.278440370319
