SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Jan 12 05:33:31 CET 2004
Benutzer: Student
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H04734
Integrationszeit (usec): 2000 (USB2+H04734)
Spektren Durchschnitt berechnet: 10 (USB2+H04734)
Boxcar Glättung: 0 (USB2+H04734)
Dunkelstromkorrektur: Nein (USB2+H04734)
Puls/Lampe aktiviert: Nein (USB2+H04734)
Correct for Detector Non-linearity: Nein (USB2+H04734)
Streulichtkorrektur: Nein (USB2+H04734)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
418,45	1208,33
418,57	1208,33
418,69	1208,33
418,80	1149,57
418,92	1117,71
419,04	1088,11
419,16	1092,17
419,28	1085,17
419,40	1096,47
419,52	1080,42
419,64	1092,85
419,75	1087,43
419,87	1105,96
419,99	1083,36
420,11	1106,86
420,23	1114,32
420,35	1127,88
420,47	1120,87
420,58	1136,24
420,70	1142,57
420,82	1130,37
420,94	1180,76
421,06	1189,80
421,18	1173,98
421,29	1188,22
421,41	1189,57
421,53	1232,51
421,65	1213,75
421,77	1251,72
421,89	1219,63
422,00	1245,39
422,12	1252,62
422,24	1262,34
422,36	1251,27
422,48	1248,55
422,59	1263,92
422,71	1265,50
422,83	1258,27
422,95	1283,81
423,07	1282,00
423,18	1272,73
423,30	1294,20
423,42	1272,96
423,54	1243,81
423,66	1261,66
423,77	1287,88
423,89	1259,85
424,01	1264,60
424,13	1261,89
424,25	1275,22
424,36	1274,32
424,48	1282,68
424,60	1276,12
424,72	1266,63
424,84	1272,06
424,95	1264,83
425,07	1277,48
425,19	1255,79
425,31	1277,71
425,42	1247,65
425,54	1252,62
425,66	1264,83
425,78	1254,88
425,89	1272,28
426,01	1258,72
426,13	1265,73
426,25	1261,66
426,36	1246,75
426,48	1252,17
426,60	1266,86
426,72	1276,12
426,83	1262,79
426,95	1269,80
427,07	1271,60
427,19	1249,23
427,30	1251,04
427,42	1250,81
427,54	1253,07
427,66	1259,18
427,77	1278,38
427,89	1256,24
428,01	1258,05
428,12	1246,75
428,24	1271,38
428,36	1228,89
428,48	1278,84
428,59	1255,79
428,71	1246,97
428,83	1258,95
428,94	1267,76
429,06	1268,44
429,18	1259,63
429,30	1260,31
429,41	1260,53
429,53	1257,59
429,65	1260,98
429,76	1263,47
429,88	1256,46
430,00	1243,81
430,11	1263,47
430,23	1259,85
430,35	1274,32
430,47	1273,64
430,58	1256,69
430,70	1254,43
430,82	1250,14
430,93	1264,37
431,05	1262,34
431,17	1253,53
431,28	1261,21
431,40	1262,57
431,52	1260,76
431,63	1265,73
431,75	1272,28
431,87	1267,76
431,98	1260,76
432,10	1253,98
432,22	1263,70
432,33	1255,33
432,45	1266,86
432,56	1261,21
432,68	1246,52
432,80	1265,96
432,91	1268,89
433,03	1245,39
433,15	1272,73
433,26	1259,63
433,38	1281,32
433,50	1261,66
433,61	1250,59
433,73	1246,75
433,84	1273,19
433,96	1262,79
434,08	1273,41
434,19	1255,11
434,31	1274,54
434,43	1263,92
434,54	1261,44
434,66	1274,09
434,77	1259,85
434,89	1246,97
435,01	1262,34
435,12	1276,80
435,24	1263,47
435,35	1261,44
435,47	1273,41
435,59	1271,60
435,70	1250,59
435,82	1263,47
435,93	1262,79
436,05	1251,04
436,17	1258,27
436,28	1274,99
436,40	1278,84
436,51	1262,11
436,63	1261,21
436,74	1277,25
436,86	1281,10
436,98	1276,12
437,09	1257,82
437,21	1267,31
437,32	1260,76
437,44	1256,46
437,55	1271,15
437,67	1261,44
437,79	1260,53
437,90	1259,18
438,02	1257,14
438,13	1267,99
438,25	1263,92
438,36	1272,96
438,48	1263,24
438,59	1263,70
438,71	1256,24
438,83	1277,48
438,94	1269,12
439,06	1247,42
439,17	1287,88
439,29	1262,34
439,40	1261,66
439,52	1270,02
439,63	1258,27
439,75	1263,92
439,86	1280,64
439,98	1251,27
440,09	1273,64
440,21	1273,41
440,32	1266,63
440,44	1263,02
440,55	1270,70
440,67	1273,64
440,78	1264,37
440,90	1280,19
441,01	1280,42
441,13	1259,63
441,24	1234,09
441,36	1285,84
441,47	1269,80
441,59	1271,60
441,70	1278,16
441,82	1265,28
441,93	1264,15
442,05	1272,51
442,16	1268,89
442,28	1256,92
442,39	1265,28
442,51	1253,75
442,62	1271,38
442,74	1287,42
442,85	1251,49
442,97	1271,38
443,08	1264,15
443,20	1246,75
443,31	1254,66
443,43	1259,40
443,54	1249,91
443,66	1277,71
443,77	1249,68
443,88	1276,35
444,00	1268,22
444,11	1265,28
444,23	1269,80
444,34	1269,57
444,46	1286,29
444,57	1260,08
444,69	1279,74
444,80	1267,31
444,91	1262,34
445,03	1265,96
445,14	1253,30
445,26	1278,16
445,37	1268,44
445,49	1269,80
445,60	1279,51
445,71	1275,67
445,83	1266,41
445,94	1277,48
446,06	1269,12
446,17	1282,90
446,29	1267,99
446,40	1283,36
446,51	1253,75
446,63	1274,54
446,74	1268,22
446,86	1259,18
446,97	1258,05
447,08	1264,15
447,20	1257,82
447,31	1294,88
447,43	1259,18
447,54	1286,52
447,65	1276,58
447,77	1249,46
447,88	1261,89
448,00	1272,06
448,11	1263,92
448,22	1254,66
448,34	1265,28
448,45	1267,09
448,56	1270,70
448,68	1281,77
448,79	1271,15
448,90	1270,70
449,02	1258,05
449,13	1259,63
449,25	1275,67
449,36	1267,54
449,47	1281,10
449,59	1268,44
449,70	1267,76
