SpectraSuite Datei
++++++++++++++++++++++++++++++++++++
Datum: Mon Jan 12 07:50:35 CET 2004
Benutzer: Student
Dark-Spektrum vorhanden: Nein
Referenz-Spektrum vorhanden: Nein
Zahl der probierten Teilspektren: 1
Spektrometer: USB2+H04734
Integrationszeit (usec): 17000 (USB2+H04734)
Spektren Durchschnitt berechnet: 100 (USB2+H04734)
Boxcar Glättung: 0 (USB2+H04734)
Dunkelstromkorrektur: Nein (USB2+H04734)
Puls/Lampe aktiviert: Nein (USB2+H04734)
Correct for Detector Non-linearity: Nein (USB2+H04734)
Streulichtkorrektur: Nein (USB2+H04734)
Anzahl Pixel in verarbeitetem Spektrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
418,45	1108,49
418,57	1108,49
418,69	1108,49
418,80	1032,15
418,92	1016,49
419,04	1004,13
419,16	992,70
419,28	988,11
419,40	975,93
419,52	975,39
419,64	981,74
419,75	981,08
419,87	982,17
419,99	987,09
420,11	998,48
420,23	1010,48
420,35	1012,43
420,47	1027,02
420,58	1033,03
420,70	1043,52
420,82	1050,87
420,94	1064,76
421,06	1073,35
421,18	1082,43
421,29	2438,40
421,41	5990,51
421,53	6081,90
421,65	6137,99
421,77	6176,40
421,89	6257,69
422,00	6235,16
422,12	6288,15
422,24	6281,85
422,36	6340,92
422,48	6319,81
422,59	6312,81
422,71	6399,22
422,83	6412,10
422,95	6397,01
423,07	6376,78
423,18	6461,46
423,30	6486,88
423,42	6430,05
423,54	6457,53
423,66	6552,23
423,77	6558,06
423,89	6558,18
424,01	6600,62
424,13	6587,04
424,25	6625,11
424,36	6670,81
424,48	6703,94
424,60	6634,47
424,72	6648,39
424,84	6699,46
424,95	6709,16
425,07	6744,12
425,19	6860,63
425,31	6902,01
425,42	6933,17
425,54	6907,05
425,66	6867,84
425,78	6923,89
425,89	6994,71
426,01	6987,34
426,13	7005,06
426,25	7067,54
426,36	7094,16
426,48	7132,67
426,60	7050,87
426,72	7150,64
426,83	7189,39
426,95	7155,79
427,07	7262,14
427,19	7313,05
427,30	7320,26
427,42	7268,10
427,54	7351,38
427,66	7270,02
427,77	7365,66
427,89	7392,35
428,01	7480,57
428,12	7449,50
428,24	7517,84
428,36	7582,81
428,48	7550,99
428,59	7576,89
428,71	7670,31
428,83	7590,67
428,94	7658,65
429,06	7679,50
429,18	7734,96
429,30	7694,26
429,41	7770,39
429,53	7709,90
429,65	7780,59
429,76	7790,51
429,88	7738,96
430,00	7796,22
430,11	7802,71
430,23	7846,82
430,35	7913,65
430,47	7954,23
430,58	7898,84
430,70	8057,73
430,82	7904,33
430,93	8036,53
431,05	7979,88
431,17	8086,05
431,28	8052,90
431,40	8080,31
431,52	8048,96
431,63	8012,78
431,75	8074,86
431,87	8152,12
431,98	8124,96
432,10	8163,76
432,22	8190,02
432,33	8206,95
432,45	8155,27
432,56	8108,69
432,68	8212,01
432,80	8168,73
432,91	8238,38
433,03	8315,46
433,15	8298,20
433,26	8345,43
433,38	8366,49
433,50	8392,37
433,61	8333,20
433,73	8353,72
433,84	8364,73
433,96	8331,80
434,08	8372,21
434,19	8353,27
434,31	8372,48
434,43	8400,48
434,54	8425,00
434,66	8405,32
434,77	8350,15
434,89	8323,83
435,01	8490,62
435,12	8360,59
435,24	8439,17
435,35	8403,42
435,47	8546,10
435,59	8479,62
435,70	8457,81
435,82	8518,62
435,93	8459,42
436,05	8509,02
436,17	8503,87
436,28	8600,93
436,40	8515,48
436,51	8626,91
436,63	8650,55
436,74	8612,68
436,86	8592,81
436,98	8697,22
437,09	8653,60
437,21	8729,10
437,32	8652,95
437,44	8770,16
437,55	8659,48
437,67	8791,09
437,79	8701,42
437,90	8764,54
438,02	8711,68
438,13	8705,58
438,25	8717,42
438,36	8892,90
438,48	8829,03
438,59	8910,75
438,71	8869,91
438,83	8905,19
438,94	8970,36
439,06	8879,63
439,17	8903,11
439,29	8922,75
439,40	8968,80
439,52	8989,50
439,63	9000,44
439,75	9050,59
439,86	9070,47
439,98	9128,03
440,09	9116,82
440,21	9196,57
440,32	9202,92
440,44	9131,65
440,55	9105,70
440,67	9120,71
440,78	9187,89
440,90	9244,23
441,01	9164,78
441,13	9266,36
441,24	9332,50
441,36	9356,66
441,47	9398,71
441,59	9330,31
441,70	9468,84
441,82	9460,61
441,93	9478,71
442,05	9445,08
442,16	9484,52
442,28	9502,33
442,39	9559,05
442,51	9546,80
442,62	9645,85
442,74	9691,27
442,85	9725,24
442,97	9640,38
443,08	9735,36
443,20	9782,39
443,31	9827,74
443,43	9884,44
443,54	9993,21
443,66	9891,06
443,77	9936,28
443,88	10026,29
444,00	10025,05
444,11	10002,00
444,23	10121,93
444,34	10100,10
444,46	10219,71
444,57	10124,68
444,69	10220,32
444,80	10210,65
444,91	10274,92
445,03	10390,55
445,14	10450,46
445,26	10426,71
445,37	10358,12
445,49	10423,39
445,60	10549,26
445,71	10570,25
445,83	10627,83
445,94	10532,63
446,06	10657,91
446,17	10681,10
446,29	10768,96
446,40	10780,73
446,51	10812,37
446,63	10826,38
446,74	10879,56
446,86	10892,66
446,97	10959,28
447,08	11090,38
447,20	11077,79
447,31	11180,14
447,43	11174,62
447,54	11296,90
447,65	11239,07
447,77	11251,37
447,88	11398,39
448,00	11359,93
448,11	11337,44
448,22	11405,82
448,34	11486,14
448,45	11521,80
448,56	11577,98
448,68	11683,78
448,79	11722,47
448,90	11657,98
449,02	11822,81
449,13	11774,27
449,25	11853,88
449,36	11965,49
449,47	11951,78
449,59	12044,95
449,70	12124,63
449,81	12007,71
