Vernier Format 2
Ge_Messung.cmbl 06.10.2014 12:49:07 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

61	39,806444931	0,74359	0,019536	2116,1536444	0,585496239026
61,5	40,263400536	0,726496	0,00732601	2136,33805621	0,579964391121
62	40,589415646	0,705739	0,023199	2150,65564844	0,576103385448
62,5	41,046371251	0,648352	0,040293	2170,60644868	0,570808218483
63	41,372920812	0,641026	0,020757	2184,77917561	0,567105368741
63,5	41,894544988	0,627595	0,034188	2207,27101353	0,561326630218
64	42,155891527	0,564103	0,026862	2218,47130113	0,558492687902
64,5	42,678050154	0,56044	0,00732601	2240,71050435	0,552949610222
65	42,938862242	0,551893	0,023199	2251,74914774	0,550238911491
65,5	43,461020869	0,499389	0,014652	2273,70861187	0,544924707383
66	43,721832957	0,52381	0,020757	2284,6065011	0,542325341105
66,5	44,2440450291	0,470085	0,032967	2306,28433425	0,537227774391
67	44,5050708975	0,465201	0,017094	2317,0482204	0,534732073804
67,5	44,831353233	0,445665	0,034188	2330,43542524	0,531660301153
68	45,3534049698	0,445665	0,013431	2351,69757743	0,526853457644
68,5	45,6144308382	0,452991	0,00610501	2362,25554965	0,524498714876
69	46,136482575	0,37851	0,021978	2383,2241907	0,519883947484
69,5	46,3975084434	0,395604	0,00732601	2393,63442432	0,517622903235
70	46,9195601802	0,360195	0,041514	2414,30563746	0,513191031316
70,5	47,1805860486	0,363858	0,015873	2424,56618794	0,511019252088
71	47,7678942525	0,344322	0,032967	2447,46811516	0,50623744282
71,5	48,0289201209	0,300366	0,01221	2457,56434698	0,504157704568
72	48,5509718577	0,31746	0,00610501	2477,60358246	0,500080000194
72,5	48,8119977261	0,246642	0,020757	2487,54617022	0,498081207429
73	49,3340494629	0,275946	0,00854701	2507,27625398	0,494161741465
73,5	49,5950753313	0,245421	0,032967	2517,06334048	0,492240294503
74	50,1823835352	0,20757	0,03663	2538,89296961	0,488007968367
74,5	50,4434094036	0,213675	0,02442	2548,50953432	0,486166515492
75	50,9654611404	0,152625	0,028083	2567,58378292	0,482554847184
75,5	51,2264870088	0,164835	0,00610501	2577,04107092	0,48078395567
76	51,7485387456	0,0818071	0,031746	2595,79499289	0,477310420659
76,5	52,009564614	0,100122	0,00854701	2605,09123762	0,4756071427
77	52,2705904824	0,0927961	0,042735	2614,3334139	0,473925779097
77,5	52,7926422192	0,0915751	0,014652	2632,6547949	0,470627597056
78	53,1189245547	0,130647	0,014652	2643,99476579	0,468609097124
78,5	53,6409762915	0,0573871	0,029304	2661,96022078	0,465446474493
79	53,9020021599	0,0537241	0,00732601	2670,86016804	0,463895495102
