Vernier Format 2
Si_Fehler_MaxAbs.cmbl 06.10.2014 12:04:13 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

44	37,8489112533	0,0915751	1,07814	1013,48124915	1,22251891788
44,5	37,8489112533	0,0866911	1,07082	1013,48124915	1,22251891788
45	37,8489112533	0,0915751	1,08181	1013,48124915	1,22251891788
45,5	37,8489112533	0,0793651	1,07326	1013,48124915	1,22251891788
46	37,8489112533	0,0964591	1,07692	1013,48124915	1,22251891788
46,5	37,8489112533	0,0879121	1,07326	1013,48124915	1,22251891788
47	37,8489112533	0,0891331	1,07326	1013,48124915	1,22251891788
47,5	37,8489112533	0,0891331	1,07692	1013,48124915	1,22251891788
48	37,8489112533	0,0879121	1,07692	1013,48124915	1,22251891788
48,5	37,8489112533	0,0903541	1,07814	1013,48124915	1,22251891788
49	37,8489112533	0,0891331	1,07326	1013,48124915	1,22251891788
49,5	37,8489112533	0,0964591	1,07814	1013,48124915	1,22251891788
50	37,8489112533	0,0842491	1,07204	1013,48124915	1,22251891788
50,5	37,8489112533	0,0952381	1,07937	1013,48124915	1,22251891788
51	37,8489112533	0,0720391	1,07448	1013,48124915	1,22251891788
51,5	37,8489112533	0,0927961	1,08303	1013,48124915	1,22251891788
52	37,8489112533	0,0818071	1,07814	1013,48124915	1,22251891788
52,5	37,8489112533	0,0915751	1,07937	1013,48124915	1,22251891788
53	37,8489112533	0,0866911	1,07937	1013,48124915	1,22251891788
53,5	37,8489112533	0,0903541	1,07814	1013,48124915	1,22251891788
54	37,8489112533	0,0866911	1,07814	1013,48124915	1,22251891788
54,5	37,8489112533	0,0842491	1,07448	1013,48124915	1,22251891788
55	37,8489112533	0,0976801	1,08059	1013,48124915	1,22251891788
55,5	37,8489112533	0,0903541	1,07448	1013,48124915	1,22251891788
56	37,8489112533	0,101343	1,08059	1013,48124915	1,22251891788
56,5	37,8489112533	0,0805861	1,07692	1013,48124915	1,22251891788
57	37,8489112533	0,0903541	1,07814	1013,48124915	1,22251891788
57,5	37,8489112533	0,0891331	1,07937	1013,48124915	1,22251891788
58	37,8489112533	0,0915751	1,0757	1013,48124915	1,22251891788
58,5	37,8489112533	0,0891331	1,07937	1013,48124915	1,22251891788
59	37,8489112533	0,0866911	1,06716	1013,48124915	1,22251891788
59,5	37,8489112533	0,0989011	1,08425	1013,48124915	1,22251891788
60	37,8489112533	0,0879121	1,07448	1013,48124915	1,22251891788
60,5	37,8489112533	0,0976801	1,07814	1013,48124915	1,22251891788
61	37,8489112533	0,0903541	1,07082	1013,48124915	1,22251891788
61,5	37,8489112533	0,106227	1,07814	1013,48124915	1,22251891788
62	37,8489112533	0,0854701	1,07448	1013,48124915	1,22251891788
62,5	37,8489112533	0,0927961	1,08181	1013,48124915	1,22251891788
63	37,8489112533	0,0854701	1,08059	1013,48124915	1,22251891788
63,5	37,8489112533	0,0915751	1,07814	1013,48124915	1,22251891788
64	37,8489112533	0,0830281	1,08059	1013,48124915	1,22251891788
64,5	37,8489112533	0,0891331	1,0757	1013,48124915	1,22251891788
65	37,8489112533	0,0927961	1,07814	1013,48124915	1,22251891788
65,5	37,8489112533	0,0793651	1,07814	1013,48124915	1,22251891788
66	37,8489112533	0,0903541	1,07448	1013,48124915	1,22251891788
66,5	37,8489112533	0,0927961	1,08303	1013,48124915	1,22251891788
67	37,8489112533	0,0781441	1,07204	1013,48124915	1,22251891788
67,5	37,8489112533	0,0964591	1,08059	1013,48124915	1,22251891788
68	37,8489112533	0,0940171	1,07692	1013,48124915	1,22251891788
68,5	37,8489112533	0,0866911	1,07814	1013,48124915	1,22251891788
69	37,8489112533	0,101343	1,08181	1013,48124915	1,22251891788
69,5	37,8489112533	0,0879121	1,08303	1013,48124915	1,22251891788
70	37,8489112533	0,0927961	1,07692	1013,48124915	1,22251891788
70,5	37,8489112533	0,0952381	1,0757	1013,48124915	1,22251891788
71	37,8489112533	0,0903541	1,07937	1013,48124915	1,22251891788
71,5	37,8489112533	0,0842491	1,0696	1013,48124915	1,22251891788
72	37,8489112533	0,0952381	1,08181	1013,48124915	1,22251891788
72,5	37,8489112533	0,0927961	1,07692	1013,48124915	1,22251891788
73	37,8489112533	0,0842491	1,0757	1013,48124915	1,22251891788
73,5	37,8489112533	0,0866911	1,08059	1013,48124915	1,22251891788
74	37,8489112533	0,0842491	1,08181	1013,48124915	1,22251891788
74,5	37,8489112533	0,0879121	1,0757	1013,48124915	1,22251891788
75	37,8489112533	0,0903541	1,07937	1013,48124915	1,22251891788
75,5	37,8489112533	0,0879121	1,07692	1013,48124915	1,22251891788
76	37,8489112533	0,0879121	1,0757	1013,48124915	1,22251891788
76,5	37,8489112533	0,0964591	1,08547	1013,48124915	1,22251891788
77	37,8489112533	0,0866911	1,07692	1013,48124915	1,22251891788
77,5	37,8489112533	0,0927961	1,0757	1013,48124915	1,22251891788
78	37,8489112533	0,0927961	1,07937	1013,48124915	1,22251891788
78,5	37,8489112533	0,0842491	1,07692	1013,48124915	1,22251891788
79	37,8489112533	0,0891331	1,07204	1013,48124915	1,22251891788
79,5	37,8489112533	0,0915751	1,07937	1013,48124915	1,22251891788
80	37,8489112533	0,0891331	1,07448	1013,48124915	1,22251891788
80,5	37,8489112533	0,0952381	1,0757	1013,48124915	1,22251891788
81	37,8489112533	0,0915751	1,07814	1013,48124915	1,22251891788
81,5	37,8489112533	0,0781441	1,0696	1013,48124915	1,22251891788
82	37,8489112533	0,0952381	1,07814	1013,48124915	1,22251891788
82,5	37,8489112533	0,0915751	1,07326	1013,48124915	1,22251891788
83	37,8489112533	0,0842491	1,07204	1013,48124915	1,22251891788
83,5	37,8489112533	0,102564	1,07937	1013,48124915	1,22251891788
84	37,8489112533	0,0903541	1,07814	1013,48124915	1,22251891788
84,5	37,8489112533	0,0927961	1,0757	1013,48124915	1,22251891788
85	37,8489112533	0,0952381	1,08425	1013,48124915	1,22251891788
85,5	37,8489112533	0,0842491	1,07326	1013,48124915	1,22251891788
86	37,8489112533	0,0854701	1,07937	1013,48124915	1,22251891788
86,5	37,8489112533	0,0964591	1,07937	1013,48124915	1,22251891788
87	37,8489112533	0,0842491	1,07204	1013,48124915	1,22251891788
87,5	37,8489112533	0,0927961	1,07692	1013,48124915	1,22251891788
88	37,8489112533	0,0891331	1,07448	1013,48124915	1,22251891788
88,5	37,8489112533	0,0866911	1,07326	1013,48124915	1,22251891788
89	37,8489112533	0,0976801	1,07937	1013,48124915	1,22251891788
89,5	37,8489112533	0,0854701	1,0757	1013,48124915	1,22251891788
90	37,8489112533	0,0903541	1,07326	1013,48124915	1,22251891788
90,5	37,8489112533	0,0940171	1,07937	1013,48124915	1,22251891788
91	37,8489112533	0,0818071	1,07082	1013,48124915	1,22251891788
91,5	37,8489112533	0,0952381	1,07814	1013,48124915	1,22251891788
92	37,8489112533	0,0915751	1,07814	1013,48124915	1,22251891788
92,5	37,8489112533	0,0818071	1,07814	1013,48124915	1,22251891788
93	37,8489112533	0,100122	1,08425	1013,48124915	1,22251891788
93,5	37,8489112533	0,0818071	1,07692	1013,48124915	1,22251891788
94	37,8489112533	0,0915751	1,08059	1013,48124915	1,22251891788
94,5	37,8489112533	0,0903541	1,07692	1013,48124915	1,22251891788
95	37,8489112533	0,0866911	1,07326	1013,48124915	1,22251891788
95,5	37,8489112533	0,0903541	1,07814	1013,48124915	1,22251891788
96	37,8489112533	0,0891331	1,0757	1013,48124915	1,22251891788
96,5	37,8489112533	0,0879121	1,07204	1013,48124915	1,22251891788
97	37,8489112533	0,0891331	1,07937	1013,48124915	1,22251891788
97,5	37,8489112533	0,0805861	1,06716	1013,48124915	1,22251891788
98	37,8489112533	0,0952381	1,07692	1013,48124915	1,22251891788
98,5	37,8489112533	0,0866911	1,07082	1013,48124915	1,22251891788
99	37,8489112533	0,0903541	1,07448	1013,48124915	1,22251891788
99,5	37,8489112533	0,0952381	1,07814	1013,48124915	1,22251891788
100	37,8489112533	0,0757021	1,07326	1013,48124915	1,22251891788
Vernier Format 2
Si_Fehler_MaxAbs.cmbl 06.10.2014 12:04:13 ,
Latest 2
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

 	 	 	 	 	 
