Vernier Format 2
Ge_Untergrund.cmbl 06.10.2014 12:51:31 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

44,5	9,332048911	0,00610501	0,0610501	536,002302589	2,31155723402
45	8,809890284	0,00488401	0,047619	506,255049515	2,44738299635
45,5	8,287731657	0,01221	0,029304	476,465750313	2,60039677393
46	7,43955792	0,00610501	0,0695971	427,993948621	2,89490074332
46,5	6,917399293	0,00610501	0,0634921	398,106079959	3,11223581445
47	6,395240666	0,00610501	0,040293	368,185147292	3,36515475736
47,5	5,873082039	0,00610501	0,03663	338,233635652	3,66314839626
48	5,350923412	0,00610501	0,0769231	308,254032608	4,01941213719
48,5	4,567952697	0,00610501	0,032967	263,252771573	4,70650315511
49	4,04579407	0,00610501	0,045177	233,213848494	5,31272052669
49,5	3,458966872	0,00610501	0,03663	199,431656373	6,21265461327
50	2,936808245	0,00610501	0,0634921	169,35457554	7,31601136874
50,5	2,414649618	0,00610501	0,030525	139,263429258	8,89680806079
51	1,566475881	0,00854701	0,015873	90,3610222919	13,7116642616
51,5	1,044317254	0,00610501	0,039072	60,2448511716	20,5660728827
52	0,522158627	0,00610501	0,0610501	30,1236765205	41,1304376861
52,5	0	0,00488401	0,0525031	0	 
53	-0,522158627	0,00610501	0,018315	-30,1236765205	-41,1304376861
53,5	-1,305129342	0,00610501	0,037851	-75,2883058842	-16,4567390041
54	-1,892490991	0,00732601	0,046398	-109,160716696	-11,3502369488
54,5	-2,348912145	0,00610501	0,0634921	-135,474215027	-9,14565181094
55	-2,936273794	0,00610501	0,045177	-169,323782769	-7,31734183903
55,5	-3,458432421	0,00610501	0,018315	-199,400879276	-6,21361352315
56	-4,241403136	0,00610501	0,0500611	-244,469317706	-5,06812066082
56,5	-4,828764785	0,00610501	0,0610501	-278,248828063	-4,45284894324
57	-5,350923412	0,00488401	0,045177	-308,254032608	-4,01941213719
57,5	-5,873082039	0,00732601	0,025641	-338,233635652	-3,66314839626
