Vernier Format 2
Si_Lampe.cmbl 06.10.2014 11:57:35 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

88	63,1684204881	1,66422	0,00976801	1473,91537473	0,840618139439
88,5	63,6252157578	1,62271	0,00854701	1479,81241302	0,837268284209
89	63,9514980933	1,56166	0,00854701	1483,96701744	0,834924216937
89,5	64,4735498301	1,50672	0,00854701	1490,5142304	0,831256739945
90	64,7345756985	1,46398	0,00854701	1493,74146743	0,829460804978
90,5	64,9956015669	1,41026	0,00854701	1496,93770197	0,827689755138
91	65,5176533037	1,3602	0,00854701	1503,23689889	0,824221385805
91,5	65,7786791721	1,29304	0,00976801	1506,33973054	0,822523614616
92	66,3007309089	1,24664	0,00976801	1512,45153818	0,819199801594
92,5	66,6270132444	1,1917	0,00732601	1516,20768748	0,817170371996
93	67,1490649812	1,13919	0,00732601	1522,11520287	0,813998833768
93,5	67,4100908496	1,08059	0,010989	1525,02160399	0,812447506815
94	67,9321425864	1,03297	0,00854701	1530,73939144	0,809412762829
94,5	68,1931684548	0,982906	0,00732601	1533,55065911	0,807928967091
95	68,4541943232	0,92674	0,00976801	1536,33009806	0,806467309053
95,5	68,97624606	0,876679	0,010989	1541,7932597	0,803609687748
96	69,2372719284	0,84127	0,00976801	1544,476869	0,802213373903
96,5	69,7593236652	0,79243	0,00732601	1549,7478661	0,799484888546
97	70,0203495336	0,744811	0,00854701	1552,33514448	0,79815238636
97,5	70,6076577375	0,691087	0,01221	1558,0386409	0,79523059793
98	70,8686836059	0,655678	0,00854701	1560,52101599	0,793965596942
98,5	71,3907353427	0,617827	0,00732601	1565,38854985	0,791496782139
99	71,6517612111	0,571429	0,00732601	1567,77360759	0,790292676189
99,5	71,9127870795	0,534799	0,013431	1570,12612632	0,7891085813
100	72,4348388163	0,506716	0,00976801	1574,73335209	0,786799872091
100,5	72,6958646847	0,470085	0,00732601	1576,98796351	0,785674988439
101	73,2831728886	0,428571	0,00854701	1581,94109901	0,783215001352
101,5	73,544198757	0,393162	0,010989	1584,08916952	0,782152939269
102	74,0662504938	0,361416	0,00976801	1588,28663369	0,780085894901
102,5	74,3272763622	0,344322	0,00854701	1590,33594024	0,779080676384
103	74,5883022306	0,307692	0,00976801	1592,35223949	0,778094173683
103,5	75,1103539674	0,283272	0,00854701	1596,2856494	0,776176870639
104	75,3713798358	0,25641	0,00732601	1598,20267842	0,775245853813
104,5	75,8934315726	0,240537	0,00854701	1601,93718565	0,773438566192
105	76,154457441	0,212454	0,00854701	1603,75458635	0,772562093068
105,5	76,7417656449	0,185592	0,010989	1607,72198038	0,770655632704
106	77,0027915133	0,172161	0,00976801	1609,43106789	0,769837257846
106,5	77,459586783	0,157509	0,00732601	1612,34157266	0,768447592627
107	77,7858691185	0,136752	0,00854701	1614,35777034	0,767487865927
107,5	78,3079208553	0,1221	0,010989	1617,47476611	0,766008858972
108	78,5689467237	0,111111	0,00854701	1618,98292415	0,765295286023
108,5	78,8952290592	0,106227	0,00854701	1620,82086548	0,764427473999
109	79,3520243289	0,0989011	0,00976801	1623,30566537	0,763257362078
109,5	79,6783066644	0,0769231	0,00732601	1625,01735991	0,762453393158
110	80,2003584012	0,0720391	0,00732601	1627,64643571	0,761221830991
110,5	80,4613842696	0,0757021	0,00854701	1628,91031457	0,760631195539
111	80,9834360064	0,0744811	0,01221	1631,33662305	0,759499898729
111,5	81,2444618748	0,0598291	0,010989	1632,49900231	0,758959116206
112	81,5054877432	0,0549451	0,00732601	1633,62749918	0,75843483329
