Vernier Format 2
Si_Fehler_MaxTrans.cmbl 06.10.2014 12:07:11 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

81,5	-11,354411495	0,957265	0,140415	-325,191526938	-3,81006237052
82	-11,354411495	0,95116	0,133089	-325,191526938	-3,81006237052
82,5	-11,354411495	0,949939	0,135531	-325,191526938	-3,81006237052
83	-11,354411495	0,954823	0,133089	-325,191526938	-3,81006237052
83,5	-11,354411495	0,957265	0,130647	-325,191526938	-3,81006237052
84	-11,289208473	0,960928	0,137973	-323,348405517	-3,83178014446
84,5	-11,354411495	0,960928	0,136752	-325,191526938	-3,81006237052
85	-11,289208473	0,95116	0,137973	-323,348405517	-3,83178014446
85,5	-11,354411495	0,949939	0,136752	-325,191526938	-3,81006237052
86	-11,354411495	0,952381	0,129426	-325,191526938	-3,81006237052
86,5	-11,354411495	0,957265	0,135531	-325,191526938	-3,81006237052
87	-11,289208473	0,969475	0,136752	-323,348405517	-3,83178014446
87,5	-11,354411495	0,962149	0,140415	-325,191526938	-3,81006237052
88	-11,354411495	0,962149	0,141636	-325,191526938	-3,81006237052
88,5	-11,354411495	0,946276	0,133089	-325,191526938	-3,81006237052
89	-11,289208473	0,948718	0,133089	-323,348405517	-3,83178014446
89,5	-11,354411495	0,965812	0,13431	-325,191526938	-3,81006237052
90	-11,354411495	0,965812	0,13431	-325,191526938	-3,81006237052
90,5	-11,354411495	0,962149	0,144078	-325,191526938	-3,81006237052
91	-11,354411495	0,956044	0,135531	-325,191526938	-3,81006237052
91,5	-11,354411495	0,956044	0,133089	-325,191526938	-3,81006237052
92	-11,289208473	0,957265	0,133089	-323,348405517	-3,83178014446
92,5	-11,354411495	0,954823	0,130647	-325,191526938	-3,81006237052
93	-11,354411495	0,959707	0,140415	-325,191526938	-3,81006237052
93,5	-11,354411495	0,96337	0,139194	-325,191526938	-3,81006237052
94	-11,354411495	0,96337	0,137973	-325,191526938	-3,81006237052
94,5	-11,354411495	0,957265	0,140415	-325,191526938	-3,81006237052
95	-11,354411495	0,952381	0,133089	-325,191526938	-3,81006237052
95,5	-11,354411495	0,947497	0,131868	-325,191526938	-3,81006237052
96	-11,354411495	0,954823	0,133089	-325,191526938	-3,81006237052
96,5	-11,354411495	0,956044	0,130647	-325,191526938	-3,81006237052
97	-11,289208473	0,967033	0,139194	-323,348405517	-3,83178014446
97,5	-11,354411495	0,965812	0,139194	-325,191526938	-3,81006237052
98	-11,289208473	0,953602	0,139194	-323,348405517	-3,83178014446
98,5	-11,354411495	0,949939	0,139194	-325,191526938	-3,81006237052
99	-11,354411495	0,952381	0,131868	-325,191526938	-3,81006237052
99,5	-11,354411495	0,949939	0,13431	-325,191526938	-3,81006237052
100	-11,354411495	0,960928	0,135531	-325,191526938	-3,81006237052
Vernier Format 2
Si_Fehler_MaxTrans.cmbl 06.10.2014 12:07:11 ,
Latest 2
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

 	 	 	 	 	 
