Vernier Format 2
Si_Messung.cmbl 06.10.2014 11:45:23 ,
Latest
Time	Potential	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

114,5	80,7223032478	0,00732601	0,023199	1630,13988874	0,760057470257
115	80,7223032478	0,00732601	0,021978	1630,13988874	0,760057470257
115,5	80,7223032478	0,00732601	0,025641	1630,13988874	0,760057470257
116	80,7223032478	0,00610501	0,026862	1630,13988874	0,760057470257
116,5	80,7223032478	0,00610501	0,028083	1630,13988874	0,760057470257
117	80,7223032478	0,00732601	0,028083	1630,13988874	0,760057470257
117,5	80,7223032478	0,00732601	0,028083	1630,13988874	0,760057470257
118	80,7223032478	0,00732601	0,028083	1630,13988874	0,760057470257
118,5	80,7223032478	0,00732601	0,028083	1630,13988874	0,760057470257
119	80,7875543704	0,00854701	0,031746	1630,44209978	0,759916589596
119,5	80,7875543704	0,00732601	0,030525	1630,44209978	0,759916589596
120	80,7875543704	0,00854701	0,030525	1630,44209978	0,759916589596
120,5	80,7223032478	0,00976801	0,029304	1630,13988874	0,760057470257
121	80,7223032478	0,00976801	0,028083	1630,13988874	0,760057470257
121,5	80,7223032478	0,00854701	0,026862	1630,13988874	0,760057470257
122	80,7223032478	0,00732601	0,028083	1630,13988874	0,760057470257
122,5	80,7875543704	0,00732601	0,025641	1630,44209978	0,759916589596
123	80,7223032478	0,00976801	0,026862	1630,13988874	0,760057470257
123,5	80,7223032478	0,00854701	0,025641	1630,13988874	0,760057470257
124	80,7875543704	0,010989	0,023199	1630,44209978	0,759916589596
124,5	80,7223032478	0,00976801	0,023199	1630,13988874	0,760057470257
125	80,7223032478	0,00732601	0,026862	1630,13988874	0,760057470257
125,5	80,7875543704	0,00732601	0,025641	1630,44209978	0,759916589596
126	80,7875543704	0,00732601	0,025641	1630,44209978	0,759916589596
126,5	80,7875543704	0,00732601	0,029304	1630,44209978	0,759916589596
127	80,7875543704	0,00854701	0,028083	1630,44209978	0,759916589596
Vernier Format 2
Si_Messung.cmbl 06.10.2014 11:45:23 ,
Latest 2
Time	Winkel	Pyro	Sample	Wellenlänge	Energie
t	Pot	Pot	Pot	Lambda	E
s	°	V	V	nm	eV

 	 	 	 	 	 
