fitting info
============
𝜒²:		107763.936601
DoF:	940
𝜒²/DoF:	114.642485746

parameters
==========
0	a	0.0334354395192	±	0.0010240735974
1	b	0.000547514762961	±	3.21414820609e-06
2	c	-4.37303541847e-07	±	2.08609358034e-09
3	A1	0.921175879236	±	0.000693305918384
4	c1	235.864037753	±	0.0147000369087
5	s1	20.3039917045	±	0.0191453406767
6	A2	0.220416081891	±	0.00048468334568
7	c2	411.341680591	±	0.0459045712648
8	s2	18.8924403799	±	0.0447156802801
9	A3	0.372169977285	±	0.000430242894327
10	c3	623.714930822	±	0.0449369958656
11	s3	22.4314064971	±	0.0398337222505
12	A4	0.679951101876	±	0.00041559550572
13	c4	704.110574402	±	0.0291253095306
14	s4	31.4101441982	±	0.0314746878654
15	A5	0.354475143747	±	0.000314792451395
16	c5	889.061489648	±	0.0330831034502
17	s5	40.8896844109	±	0.0438891453737
18	A6	0.188439653413	±	0.000270114382387
19	c6	1049.78055455	±	0.0414899464197
20	s6	29.9732799306	±	0.0487766439572

covariance matrix
=================
1.04872673288e-06	-3.24017418082e-09	2.05729827431e-12	-2.62003710081e-07	1.36909302851e-06	-1.24077037862e-05	-5.90071946705e-08	8.02297770638e-06	-6.83767035157e-06	7.30092350721e-08	-1.0242877205e-05	3.89955933744e-06	1.59708403189e-07	1.1664658493e-06	1.22608387493e-05	1.55794753178e-07	-1.05118333527e-05	2.73555814488e-05	8.76360524095e-08	-6.92409510251e-06	4.92182463756e-06
-3.24017418082e-09	1.03307486907e-11	-6.66269887991e-15	7.70704646892e-10	-4.68216487889e-09	3.64631427667e-08	1.17224537897e-10	-2.42367605121e-08	1.2867714253e-08	-2.77297869438e-10	3.54394729701e-08	-1.60303143249e-08	-5.47470626942e-10	-4.1994230073e-09	-4.09813622459e-08	-5.12502182265e-10	3.58947208071e-08	-9.04041649301e-08	-2.75958865169e-10	2.50660387584e-08	-1.16752005519e-08
2.05729827431e-12	-6.66269887991e-15	4.35178642595e-18	-4.76013463326e-13	3.09183558689e-12	-2.26122619286e-11	-5.60795893903e-14	1.51750592679e-11	-5.89331584897e-12	1.89026657107e-13	-2.34432320629e-11	1.0963359752e-11	3.57349130108e-13	2.6164107327e-12	2.65082968886e-11	3.20046284102e-13	-2.37587611888e-11	5.7186559066e-11	1.58421067409e-13	-1.92120579855e-11	1.5128593521e-12
-2.62003710081e-07	7.70704646892e-10	-4.76013463326e-13	4.80673096466e-07	-9.69895835766e-07	-2.22853114287e-06	2.68009744452e-08	-2.29742799322e-06	2.80193125162e-06	-1.78294415426e-08	2.10877509226e-06	-6.56847708206e-07	-2.97549950831e-08	-3.11672282146e-07	-2.69365457977e-06	-3.40862546283e-08	1.85602824852e-06	-6.25683753995e-06	-2.23733827235e-08	1.03315727278e-06	-1.93560770284e-06
1.36909302851e-06	-4.68216487889e-09	3.09183558689e-12	-9.69895835766e-07	0.000216091085118	3.75708300098e-06	4.9271282029e-08	1.09369385491e-05	-1.66383214722e-06	1.7875098697e-07	-1.98651560717e-05	1.28291627832e-05	2.87441015436e-07	5.25558339315e-06	2.13862738098e-05	2.84356466425e-07	-1.91402487859e-05	4.76128799094e-05	1.34344931264e-07	-1.37549440249e-05	6.10720269759e-06
-1.24077037862e-05	3.64631427667e-08	-2.26122619286e-11	-2.22853114287e-06	3.75708300098e-06	0.000366544069629	1.17280186068e-06	-8.97831493617e-05	0.000120014325932	-4.33945120103e-07	9.32509616119e-05	-2.40447368439e-05	-1.56412874006e-06	-1.12961611856e-05	-0.000125399523269	-1.63310820507e-06	0.000107439806257	-0.000281698311902	-9.32330626025e-07	6.94472131853e-05	-6.27214966627e-05
-5.90071946705e-08	1.17224537897e-10	-5.60795893903e-14	2.68009744452e-08	4.9271282029e-08	1.17280186068e-06	2.34917945579e-07	8.3757911031e-07	-8.54376751601e-06	6.41862232664e-09	2.64620354272e-07	8.47706379564e-07	5.03554840735e-09	3.0392742516e-07	-2.64931272035e-07	6.54596397082e-11	-1.65218672613e-07	-3.40262010892e-07	-3.67850460376e-09	3.38846543104e-08	-5.81942838103e-07
8.02297770638e-06	-2.42367605121e-08	1.51750592679e-11	-2.29742799322e-06	1.09369385491e-05	-8.97831493617e-05	8.3757911031e-07	0.002107229663	-0.000346170966409	8.6342573419e-07	-6.79013389266e-05	1.91610931449e-05	9.44228613655e-07	1.31357285678e-05	9.84588789989e-05	1.39476848198e-06	-6.30575867342e-05	0.000189870211827	6.7701847345e-07	-3.99653645635e-05	4.21642405995e-05
-6.83767035157e-06	1.2867714253e-08	-5.89331584897e-12	2.80193125162e-06	-1.66383214722e-06	0.000120014325932	-8.54376751601e-06	-0.000346170966409	0.00199949206291	6.02467859395e-07	-5.91716732409e-05	8.56443430246e-05	5.13596874979e-07	-5.31211378568e-06	5.9838084031e-06	-1.13091693112e-07	-1.18946059991e-05	1.47801108303e-05	-5.18612471882e-08	-4.0724931629e-06	-1.65480771457e-05
7.30092350721e-08	-2.77297869438e-10	1.89026657107e-13	-1.78294415426e-08	1.7875098697e-07	-4.33945120103e-07	6.41862232664e-09	8.6342573419e-07	6.02467859395e-07	1.85108948119e-07	3.3466236015e-06	-2.40095352729e-06	6.52608609417e-08	3.11046143675e-06	-2.68387718089e-06	1.41535338381e-08	-2.69192336622e-06	4.20700133256e-06	8.60778987796e-09	-6.55546331757e-07	5.60702348611e-07
-1.0242877205e-05	3.54394729701e-08	-2.34432320629e-11	2.10877509226e-06	-1.98651560717e-05	9.32509616119e-05	2.64620354272e-07	-6.79013389266e-05	-5.91716732409e-05	3.3466236015e-06	0.00201933359743	0.000829994758606	-2.5246743811e-07	0.000852748425739	-0.000992441370235	-2.45817243259e-06	5.62489260088e-05	-0.0002425787693	-1.0042756722e-06	3.6883404573e-05	-5.11702648311e-05
3.89955933744e-06	-1.60303143249e-08	1.0963359752e-11	-6.56847708206e-07	1.28291627832e-05	-2.40447368439e-05	8.47706379564e-07	1.91610931449e-05	8.56443430246e-05	-2.40095352729e-06	0.000829994758606	0.00158672542833	1.58713913378e-06	0.000747348076142	-0.000527837860865	1.03818230882e-06	-0.000142157772562	0.000317850577786	8.85905449519e-07	-6.49881647981e-05	0.000101606266618
1.59708403189e-07	-5.47470626942e-10	3.57349130108e-13	-2.97549950831e-08	2.87441015436e-07	-1.56412874006e-06	5.03554840735e-09	9.44228613655e-07	5.13596874979e-07	6.52608609417e-08	-2.5246743811e-07	1.58713913378e-06	1.72719624375e-07	1.55370164237e-06	-2.82250783959e-06	2.88724142686e-08	-2.51427565579e-06	6.93140211367e-06	2.24736024384e-08	-1.43128176933e-06	1.84713198858e-06
1.1664658493e-06	-4.1994230073e-09	2.6164107327e-12	-3.11672282146e-07	5.25558339315e-06	-1.12961611856e-05	3.0392742516e-07	1.31357285678e-05	-5.31211378568e-06	3.11046143675e-06	0.000852748425739	0.000747348076142	1.55370164237e-06	0.000848283655252	-0.000500722508203	2.32541234611e-07	-4.48937374503e-05	0.000109175907749	3.55053653068e-07	-3.52318275787e-06	6.41284296487e-05
1.22608387493e-05	-4.09813622459e-08	2.65082968886e-11	-2.69365457977e-06	2.13862738098e-05	-0.000125399523269	-2.64931272035e-07	9.84588789989e-05	5.9838084031e-06	-2.68387718089e-06	-0.000992441370235	-0.000527837860865	-2.82250783959e-06	-0.000500722508203	0.000990655976225	3.09831835685e-06	-5.13115234264e-05	0.000261962829692	1.34142706836e-06	-3.79873477413e-05	0.000122339930454
