fitting info
============
𝜒²:		1241381550.17
DoF:	940
𝜒²/DoF:	1320618.6704

parameters
==========
0	a	0.0546989571638	±	9.12388326072e-06
1	b	0.000483618999584	±	2.98841727375e-08
2	c	-3.97076499428e-07	±	2.02178565692e-11
3	A1	0.916660649913	±	4.68333186982e-06
4	c1	235.740404178	±	9.91371976639e-05
5	s1	20.1058528273	±	0.000139504501582
6	A2	0.218020753157	±	4.06345734291e-06
7	c2	411.59506399	±	0.000396054165824
8	s2	18.8612975277	±	0.000394349597089
9	A3	0.375914069096	±	4.04742422831e-06
10	c3	623.91908263	±	0.000399760363591
11	s3	22.748767167	±	0.000380685535648
12	A4	0.686599595903	±	3.80994941133e-06
13	c4	704.3211029	±	0.000251930581957
14	s4	31.181271727	±	0.000292358494713
15	A5	0.355208188497	±	3.39693282016e-06
16	c5	889.707657656	±	0.000388470142878
17	s5	42.1740863484	±	0.000514951138986
18	A6	0.190514630793	±	3.81810985488e-06
19	c6	1049.4987134	±	0.000622858939287
20	s6	29.6709618864	±	0.000698018603375

covariance matrix
=================
8.32452457552e-11	-2.67721035337e-13	1.74788536307e-16	-2.27641424813e-11	1.25101586842e-10	-8.24778326743e-10	-1.87309295353e-12	5.95832497528e-10	-3.18082051715e-10	9.58182448866e-12	-6.22582792021e-10	5.41835312238e-10	1.5717749737e-11	2.14786920629e-10	7.86451569423e-10	1.29965983847e-11	-9.85962099401e-10	2.30278012496e-09	5.87310616522e-12	-7.40000725632e-10	5.10633301098e-11
-2.67721035337e-13	8.93063780203e-16	-5.96072160715e-19	6.92970662677e-14	-4.38770999351e-13	2.48351617817e-12	2.07463498358e-17	-1.78557117021e-12	2.26999089318e-13	-3.5036546514e-14	2.22639064999e-12	-2.15134718822e-12	-5.49900050646e-14	-7.76710001896e-13	-2.69514291313e-12	-4.28755730927e-14	3.52822902297e-12	-7.73918813191e-12	-1.6309773783e-14	2.98635379796e-12	6.55856575705e-13
1.74788536307e-16	-5.96072160715e-19	4.08761724252e-22	-4.38541269553e-17	2.9566453173e-16	-1.56170381816e-15	1.56963278278e-18	1.08452679623e-15	9.01339200129e-17	2.31996615146e-17	-1.44017698767e-15	1.50273852346e-15	3.54890739675e-17	5.06147188247e-16	1.68947275578e-15	2.44586007736e-17	-2.40376894721e-15	4.64026471161e-15	4.41361503161e-18	-2.70188124049e-15	-1.78203306808e-15
-2.27641424813e-11	6.92970662677e-14	-4.38541269553e-17	2.19335974028e-11	-3.98302476204e-11	1.11034368072e-11	1.30545078137e-12	-1.86962287126e-10	1.7501096265e-10	-2.16012557214e-12	1.31040939261e-10	-9.38275566983e-11	-3.73134854629e-12	-4.89754545655e-11	-1.8698534023e-10	-3.34508313642e-12	2.27148076624e-10	-5.67084838102e-10	-1.68646037907e-12	1.47602993239e-10	-7.84764286964e-11
1.25101586842e-10	-4.38770999351e-13	2.9566453173e-16	-3.98302476204e-11	9.82818396065e-09	-5.54480511929e-10	3.42881184701e-12	3.01231271928e-10	6.58296467155e-10	2.14131339388e-11	-1.30808675299e-09	1.10489037072e-09	3.26104109589e-11	3.61879361793e-10	1.51417175374e-09	2.62817260608e-11	-2.11784114628e-09	3.99022239604e-09	9.8326301017e-12	-1.94387583867e-09	1.06114812499e-10
-8.24778326743e-10	2.48351617817e-12	-1.56170381816e-15	1.11034368072e-11	-5.54480511929e-10	1.94615059617e-08	5.1825293222e-11	-6.2563926005e-09	6.95095243719e-09	-7.16388017214e-11	4.77625102162e-09	-3.09691605586e-09	-1.30950441226e-10	-1.72749277056e-09	-6.54569204382e-09	-1.17516526346e-10	7.87955001687e-09	-2.01763561367e-08	-6.52676666354e-11	4.60028805387e-09	-3.2530552555e-09
-1.87309295353e-12	2.07463498358e-17	1.56963278278e-18	1.30545078137e-12	3.42881184701e-12	5.1825293222e-11	1.65116855776e-11	5.90022681913e-11	-6.31784164837e-10	7.69008821134e-13	-4.56608158436e-11	8.27828333946e-11	9.55791514547e-13	2.42902193819e-11	2.1513783188e-11	3.38440949511e-13	-5.58543913304e-11	1.01264797918e-10	3.21369355434e-13	1.59415790669e-11	-4.74514958727e-12
5.95832497528e-10	-1.78557117021e-12	1.08452679623e-15	-1.86962287126e-10	3.01231271928e-10	-6.2563926005e-09	5.90022681913e-11	1.56858902266e-07	-2.02225357396e-08	6.16144910343e-11	-4.43182711256e-09	2.79632844636e-09	1.31562758686e-10	1.87797853055e-09	4.28366217575e-09	1.25459558863e-10	-4.55563196397e-09	1.6029226171e-08	9.54535797578e-11	4.26696470353e-09	9.70458143433e-09
-3.18082051715e-10	2.26999089318e-13	9.01339200129e-17	1.7501096265e-10	6.58296467155e-10	6.95095243719e-09	-6.31784164837e-10	-2.02225357396e-08	1.55511604724e-07	9.67206143088e-11	-3.23623466915e-09	9.22953049103e-09	7.7177047105e-11	1.77080200353e-09	3.96776659194e-09	2.76947136444e-11	-5.39257038404e-09	8.57258139665e-09	-2.88016030661e-11	-8.3762142642e-09	-6.65964677361e-09
9.58182448866e-12	-3.5036546514e-14	2.31996615146e-17	-2.16012557214e-12	2.14131339388e-11	-7.16388017214e-11	7.69008821134e-13	6.16144910343e-11	9.67206143088e-11	1.63816428839e-11	1.90107887355e-10	-1.74040633045e-10	5.45911515196e-12	2.14748124382e-10	-1.79165473377e-10	2.11612307013e-12	-1.72321075999e-10	5.31495460796e-10	1.72995595044e-12	-5.69397506833e-11	1.35359248107e-10
